Gene	Function	Class	dN.dS	AlnLength	GeneAverage	Codon	GCProp	Immune
163	LOC100576374	Background	Background	0.12583	3294	29.5436363636364	1098	0.295436363636364	0
164	LOC100576381	Background	Background	0.15901	477	39.0872727272727	159	0.390872727272727	0
165	LOC100576383	Background	Background	0.04129	1719	36.2154545454545	573	0.362154545454545	0
166	LOC100576384	Background	Background	0.03561	4122	49.9218181818182	1374	0.499218181818182	0
167	LOC100576392	Background	Background	0.12158	1224	54.8954545454545	408	0.548954545454545	0
168	LOC100576400	Background	Background	0.13218	705	34.4290909090909	235	0.344290909090909	0
169	LOC100576402	Background	Background	0.0781	6441	34.6781818181818	2147	0.346781818181818	0
170	LOC100576411	Background	Background	0.08979	1899	35.66	633	0.3566	0
171	LOC100576414	Non-Canon Immune	Non-Canon	0.20608	1326	45.5236363636364	442	0.455236363636364	1
172	LOC100576422	Background	Background	0.18003	549	34.3754545454545	183	0.343754545454545	0
173	LOC100576432	Background	Background	0.10741	2229	36.2445454545455	743	0.362445454545455	0
174	LOC100576433	Background	Background	0.04129	1683	35.5227272727273	561	0.355227272727273	0
175	LOC100576434	Background	Background	0.16914	504	47.8163636363636	168	0.478163636363636	0
176	LOC100576435	Background	Background	0.05796	1728	47.7118181818182	576	0.477118181818182	0
177	LOC100576436	Background	Background	0.15628	1464	29.8190909090909	488	0.298190909090909	0
178	LOC100576438	Background	Background	0.05732	636	44.4109090909091	212	0.444109090909091	0
179	LOC100576439	Background	Background	0.16204	234	29.7972727272727	78	0.297972727272727	0
180	LOC100576447	Background	Background	0.05696	348	49.9472727272727	116	0.499472727272727	0
181	LOC100576453	Background	Background	0.11438	234	29.3709090909091	78	0.293709090909091	0
182	LOC100576460	Background	Background	0.10651	609	40.2	203	0.402	0
183	LOC100576461	Background	Background	0.24772	1254	48.1154545454545	418	0.481154545454545	0
184	LOC100576471	Background	Background	0.14654	774	56.4836363636364	258	0.564836363636364	0
185	LOC100576472	Background	Background	0.06752	3042	36.0554545454545	1014	0.360554545454545	0
186	LOC100576487	Background	Background	0.13738	498	34.6681818181818	166	0.346681818181818	0
187	LOC100576492	Background	Background	0.22434	102	30.9245454545455	34	0.309245454545455	0
188	LOC100576497	Background	Background	0.12522	1887	45.3236363636364	629	0.453236363636364	0
189	LOC100576506	Background	Background	0.10107	519	31.7754545454545	173	0.317754545454545	0
190	LOC100576512	Background	Background	0.09399	201	50.9727272727273	67	0.509727272727273	0
191	LOC100576515	Background	Background	0.05488	393	35.2990909090909	131	0.352990909090909	0
192	LOC100576527	Signalling	Canon Immune	0.08126	1506	38.6563636363636	502	0.386563636363636	1
193	LOC100576528	Background	Background	0.07267	291	58.17	97	0.5817	0
194	LOC100576531	Background	Background	0.06287	531	30.6790909090909	177	0.306790909090909	0
195	LOC100576532	Background	Background	0.31215	378	34.9445454545455	126	0.349445454545455	0
196	LOC100576542	Background	Background	0.0574	228	33.5318181818182	76	0.335318181818182	0
197	LOC100576543	Background	Background	0.20349	564	33.4936363636364	188	0.334936363636364	0
198	LOC100576547	Background	Background	0.04246	1803	49.77	601	0.4977	0
199	LOC100576559	Background	Background	0.14315	615	32.9781818181818	205	0.329781818181818	0
200	LOC100576565	Background	Background	0.13021	768	31.4145454545455	256	0.314145454545455	0
201	LOC100576571	Background	Background	0.05373	321	33.1081818181818	107	0.331081818181818	0
202	LOC100576572	Background	Background	0.05654	1335	32.4354545454545	445	0.324354545454545	0
203	LOC100576586	Background	Background	0.02598	2031	38.5163636363636	677	0.385163636363636	0
204	LOC100576592	Background	Background	0.21388	486	26.3936363636364	162	0.263936363636364	0
205	LOC100576600	Background	Background	0.04303	2100	34.2790909090909	700	0.342790909090909	0
206	LOC100576608	Background	Background	0.17049	855	28.6436363636364	285	0.286436363636364	0
207	LOC100576610	Background	Background	0.34425	1344	29.9436363636364	448	0.299436363636364	0
208	LOC100576615	Background	Background	0.16806	1407	46.8172727272727	469	0.468172727272727	0
209	LOC100576621	Background	Background	0.04904	201	34.0572727272727	67	0.340572727272727	0
210	LOC100576625	Background	Background	0.19127	2607	33.6263636363636	869	0.336263636363636	0
211	LOC100576640	Background	Background	0.32165	2784	47.5772727272727	928	0.475772727272727	0
212	LOC100576646	Background	Background	0.07574	705	38.6845454545455	235	0.386845454545455	0
213	LOC100576647	Background	Background	0.12084	1644	33.0063636363636	548	0.330063636363636	0
214	LOC100576649	Background	Background	0.10496	1611	29.6772727272727	537	0.296772727272727	0
215	LOC100576662	Background	Background	0.40934	213	48.2709090909091	71	0.482709090909091	0
216	LOC100576666	Background	Background	0.05814	1896	47.8009090909091	632	0.478009090909091	0
217	LOC100576667	Background	Background	0.06403	1509	36.9009090909091	503	0.369009090909091	0
218	LOC100576669	Background	Background	0.18527	1128	28.99	376	0.2899	0
219	LOC100576671	Background	Background	0.11481	2160	53.8054545454545	720	0.538054545454545	0
220	LOC100576677	Background	Background	0.17502	918	28.7372727272727	306	0.287372727272727	0
221	LOC100576688	Background	Background	0.12702	306	46.8509090909091	102	0.468509090909091	0
222	LOC100576702	Background	Background	0.19721	363	53.0927272727273	121	0.530927272727273	0
223	LOC100576703	Background	Background	0.12092	2199	48.53	733	0.4853	0
224	LOC100576708	Background	Background	0.16471	1068	30.3536363636364	356	0.303536363636364	0
225	LOC100576717	Background	Background	0.11498	3594	37.4181818181818	1198	0.374181818181818	0
226	LOC100576730	Background	Background	0.08161	258	48.3090909090909	86	0.483090909090909	0
227	LOC100576733	Background	Background	0.20353	459	36.5036363636364	153	0.365036363636364	0
228	LOC100576735	Background	Background	0.15629	534	34.1327272727273	178	0.341327272727273	0
229	LOC100576742	Receptor	Canon Immune	0.17891	2244	44.4127272727273	748	0.444127272727273	1
230	LOC100576744	Background	Background	0.16895	1086	33.0827272727273	362	0.330827272727273	0
231	LOC100576748	Background	Background	0.22429	360	42.2981818181818	120	0.422981818181818	0
232	LOC100576754	Background	Background	0.1966	2391	30.3181818181818	797	0.303181818181818	0
233	LOC100576765	Non-Canon Immune	Non-Canon	0.09479	561	33.43	187	0.3343	1
234	LOC100576768	Background	Background	0.06905	1701	37.38	567	0.3738	0
235	LOC100576770	Background	Background	0.19109	852	31.7754545454545	284	0.317754545454545	0
236	LOC100576774	Background	Background	0.1913	1611	28.4618181818182	537	0.284618181818182	0
237	LOC100576775	Background	Background	0.13464	1905	29.3427272727273	635	0.293427272727273	0
238	LOC100576784	Background	Background	0.02297	495	37.9245454545455	165	0.379245454545454	0
239	LOC100576789	Background	Background	0.23292	1209	32.8672727272727	403	0.328672727272727	0
240	LOC100576794	Background	Background	0.00784	900	37.1209090909091	300	0.371209090909091	0
241	LOC100576795	Background	Background	0.03076	981	40.7018181818182	327	0.407018181818182	0
242	LOC100576796	Background	Background	0.16302	243	40.8145454545455	81	0.408145454545455	0
243	LOC100576799	Background	Background	0.13272	2952	46.0554545454545	984	0.460554545454545	0
244	LOC100576801	Background	Background	0.15496	522	38.8363636363636	174	0.388363636363636	0
245	LOC100576805	Background	Background	0.03987	672	53.2990909090909	224	0.532990909090909	0
246	LOC100576812	Background	Background	0.1796	672	31.25	224	0.3125	0
247	LOC100576817	Background	Background	0.03163	2658	41.1181818181818	886	0.411181818181818	0
248	LOC100576818	Background	Background	0.09635	972	33.3063636363636	324	0.333063636363636	0
249	LOC100576819	Signalling	Canon Immune	0.14346	1221	33.4381818181818	407	0.334381818181818	1
250	LOC100576826	Background	Background	0.01496	885	50.2718181818182	295	0.502718181818182	0
251	LOC100576829	Background	Background	0.06798	2313	39.1609090909091	771	0.391609090909091	0
252	LOC100576843	Background	Background	0.2058	1194	46.3227272727273	398	0.463227272727273	0
253	LOC100576847	Background	Background	0.23672	309	36.4518181818182	103	0.364518181818182	0
254	LOC100576848	Background	Background	0.1365	1011	34.43	337	0.3443	0
255	LOC100576850	Background	Background	0.06868	1119	34.6336363636364	373	0.346336363636364	0
256	LOC100576855	Background	Background	0.1246	864	40.52	288	0.4052	0
257	LOC100576862	Background	Background	0.16792	1017	28.7654545454545	339	0.287654545454545	0
258	LOC100576863	Background	Background	0.18809	996	31.57	332	0.3157	0
259	LOC100576864	Background	Background	0.14315	3006	34.0945454545455	1002	0.340945454545455	0
260	LOC100576866	Background	Background	0.0309	1650	38.6109090909091	550	0.386109090909091	0
261	LOC100576872	Background	Background	0.13696	951	31.4990909090909	317	0.314990909090909	0
262	LOC100576876	Background	Background	0.17777	2523	41.9981818181818	841	0.419981818181818	0
263	LOC100576879	Background	Background	0.03719	4353	37.2154545454545	1451	0.372154545454545	0
264	LOC100576894	Background	Background	0.19227	1389	45.6490909090909	463	0.456490909090909	0
265	LOC100576908	Background	Background	0.06336	3318	43.3281818181818	1106	0.433281818181818	0
266	LOC100576912	Background	Background	0.09225	1191	54.7527272727273	397	0.547527272727273	0
267	LOC100576915	Background	Background	0.1853	1584	37.2472727272727	528	0.372472727272727	0
268	LOC100576919	Background	Background	0.11835	3330	45.2354545454545	1110	0.452354545454545	0
269	LOC100576930	Background	Background	0.18068	531	30.5618181818182	177	0.305618181818182	0
270	LOC100576934	Background	Background	0.1231	783	46.9418181818182	261	0.469418181818182	0
271	LOC100576938	Background	Background	0.24165	774	29.9036363636364	258	0.299036363636364	0
272	LOC100576947	Background	Background	0.13718	1218	42.3063636363636	406	0.423063636363636	0
273	LOC100576951	Background	Background	0.16979	810	30.3690909090909	270	0.303690909090909	0
274	LOC100576953	Background	Background	0.15886	987	41.0145454545455	329	0.410145454545455	0
275	LOC100576956	Background	Background	0.18134	504	50.0890909090909	168	0.500890909090909	0
276	LOC100576963	Background	Background	0.0716	1365	45.6481818181818	455	0.456481818181818	0
277	LOC100576965	Background	Background	0.04296	1407	55.9354545454545	469	0.559354545454545	0
278	LOC100576966	Background	Background	0.05303	1359	33.4390909090909	453	0.334390909090909	0
279	LOC100576967	Background	Background	0.00468	402	36.0481818181818	134	0.360481818181818	0
280	LOC100576968	Background	Background	0.00396	1764	42.8672727272727	588	0.428672727272727	0
281	LOC100576972	Background	Background	0.05156	2805	41.6081818181818	935	0.416081818181818	0
282	LOC100576974	Background	Background	0.07452	354	36.8509090909091	118	0.368509090909091	0
283	LOC100576975	Background	Background	0.04389	684	32.3627272727273	228	0.323627272727273	0
284	LOC100576982	Background	Background	0.22988	354	49.4090909090909	118	0.494090909090909	0
285	LOC100576990	Background	Background	0.20331	1827	30.9145454545455	609	0.309145454545455	0
286	LOC100576993	Background	Background	0.1155	2130	53.5163636363636	710	0.535163636363636	0
287	LOC100576994	Background	Background	0.19191	447	47.3254545454545	149	0.473254545454545	0
288	LOC100577000	Background	Background	0.08957	477	33.5054545454545	159	0.335054545454545	0
289	LOC100577002	Background	Background	0.18675	1314	44.6863636363636	438	0.446863636363636	0
290	LOC100577003	Background	Background	0.24507	240	41.8209090909091	80	0.418209090909091	0
291	LOC100577004	Background	Background	0.05526	1569	44.9790909090909	523	0.449790909090909	0
292	LOC100577019	Background	Background	0.02354	114	47.3690909090909	38	0.473690909090909	0
293	LOC100577026	Background	Background	0.11548	813	47.3781818181818	271	0.473781818181818	0
294	LOC100577027	Background	Background	0.09958	1227	34.3036363636364	409	0.343036363636364	0
295	LOC100577028	Background	Background	0.09042	279	56.5654545454545	93	0.565654545454545	0
296	LOC100577030	Background	Background	0.08436	855	49.8372727272727	285	0.498372727272727	0
297	LOC100577033	Background	Background	0.05828	951	34.5472727272727	317	0.345472727272727	0
298	LOC100577050	Background	Background	0.06696	1770	37.2636363636364	590	0.372636363636364	0
299	LOC100577053	Background	Background	0.1004	1641	40.0109090909091	547	0.400109090909091	0
300	LOC100577069	Background	Background	0.06882	762	59.6872727272727	254	0.596872727272727	0
301	LOC100577081	Background	Background	0.1021	1035	40.3327272727273	345	0.403327272727273	0
302	LOC100577082	Background	Background	0.14672	1872	41.4190909090909	624	0.414190909090909	0
303	LOC100577092	Background	Background	0.29433	504	47.6918181818182	168	0.476918181818182	0
304	LOC100577094	Background	Background	0.10123	909	33.09	303	0.3309	0
305	LOC100577098	Background	Background	0.17437	912	52.1527272727273	304	0.521527272727273	0
306	LOC100577110	Background	Background	0.03752	1206	53.8663636363636	402	0.538663636363636	0
307	LOC100577120	Background	Background	0.1573	2061	33.2454545454545	687	0.332454545454545	0
308	LOC100577127	Background	Background	0.1712	1542	29.8190909090909	514	0.298190909090909	0
309	LOC100577128	Background	Background	0.27308	282	31.4318181818182	94	0.314318181818182	0
310	LOC100577135	Background	Background	0.19318	996	48.4327272727273	332	0.484327272727273	0
311	LOC100577136	Background	Background	0.17919	978	35.3590909090909	326	0.353590909090909	0
312	LOC100577140	Background	Background	0.17135	1380	43.8609090909091	460	0.438609090909091	0
313	LOC100577147	Background	Background	0.2416	1269	49.2654545454545	423	0.492654545454545	0
314	LOC100577149	Non-Canon Immune	Non-Canon	0.09156	906	44.9109090909091	302	0.449109090909091	1
315	LOC100577174	Background	Background	0.05792	3177	51.2236363636364	1059	0.512236363636364	0
316	LOC100577180	Background	Background	0.11666	1041	40.7118181818182	347	0.407118181818182	0
317	LOC100577192	Background	Background	0.16883	648	32.2381818181818	216	0.322381818181818	0
318	LOC100577194	Background	Background	0.18902	1803	30.0872727272727	601	0.300872727272727	0
319	LOC100577198	Background	Background	0.09294	3036	50.8063636363636	1012	0.508063636363636	0
320	LOC100577213	Background	Background	0.07929	495	54.8036363636364	165	0.548036363636364	0
321	LOC100577231	Background	Background	0.07091	2790	50.7209090909091	930	0.507209090909091	0
322	LOC100577237	Background	Background	0.07027	1239	45.0518181818182	413	0.450518181818182	0
323	LOC100577239	Background	Background	0.09087	1371	50.8790909090909	457	0.508790909090909	0
324	LOC100577253	Background	Background	0.29438	621	35.9845454545455	207	0.359845454545455	0
325	LOC100577263	Background	Background	0.03129	957	38.0936363636364	319	0.380936363636364	0
326	LOC100577268	Background	Background	0.17432	312	51.8636363636364	104	0.518636363636364	0
327	LOC100577272	Background	Background	0.15738	3933	39.1390909090909	1311	0.391390909090909	0
328	LOC100577273	Background	Background	0.02771	1332	52.4436363636364	444	0.524436363636364	0
329	LOC100577280	Background	Background	0.07979	5463	46.1581818181818	1821	0.461581818181818	0
330	LOC100577293	Background	Background	0.10981	396	28.8818181818182	132	0.288818181818182	0
331	LOC100577296	Background	Background	0.10245	813	37.6836363636364	271	0.376836363636364	0
