#CREATED Q4 2019, LAUREN MEE, UNIVERSITY OF LIVERPOOL
#TABLE CONSISTING OF GENES WITH CORRESPONDING TRANSCRIPT AND PROTEIN IDS (NCBI) FROM APIS MELLIFERA (Amel_HAv3.1, GCF_003254395.2)
GeneID	TranscriptID	ProteinID
B-gluc1	NM_001163714.1	NP_001157186.1
B-gluc1	XM_016913841.2	XP_016769330.2
B-gluc1	XM_016913842.2	XP_016769331.2
B-gluc1	XM_026442612.1	XP_026298397.1
Blop	NM_001011606.1	NP_001011606.1
Br-c	NM_001040266.2	NP_001035356.1
Br-c	XM_006558453.3	XP_006558516.1
Br-c	XM_006558456.3	XP_006558519.1
Br-c	XM_006558459.3	XP_006558522.1
Br-c	XM_006558460.3	XP_006558523.1
Br-c	XM_006558461.3	XP_006558524.1
Br-c	XM_006558462.3	XP_006558525.1
Br-c	XM_006558463.3	XP_006558526.1
Br-c	XM_006558464.3	XP_006558527.1
Br-c	XM_006558466.3	XP_006558529.1
Br-c	XM_006558470.3	XP_006558533.1
Br-c	XM_006558472.3	XP_006558535.1
Br-c	XM_006558473.3	XP_006558536.1
Br-c	XM_026444561.1	XP_026300346.1
Br-c	XM_026444562.1	XP_026300347.1
Brd7	NM_001242515.1	NP_001229444.1
Brd7	NM_001242516.1	NP_001229445.1
Brd7	XM_026440530.1	XP_026296315.1
Brd7	XM_026440531.1	XP_026296316.1
brp	NM_001256039.1	NP_001242968.1
brp	XM_006561508.3	XP_006561571.2
brp	XM_006561509.3	XP_006561572.2
brp	XM_026442598.1	XP_026298383.1
Burs	NM_001098234.1	NP_001091704.1
Burs	XM_006570869.3	XP_006570932.1
C1q-VP	NM_001144839.2	NP_001138311.1
C1q-VP	XM_026444880.1	XP_026300665.1
Cac	NM_001165904.1	NP_001159376.1
Cac	XM_006557941.3	XP_006558004.1
Cac	XM_016911038.2	XP_016766527.1
Cac	XM_016911043.2	XP_016766532.1
Cac	XM_016911048.2	XP_016766537.1
Cac	XM_016911049.2	XP_016766538.1
Cac	XM_026439309.1	XP_026295094.1
Cac	XM_026439310.1	XP_026295095.1
Cac	XM_026439311.1	XP_026295096.1
Cac	XM_026439312.1	XP_026295097.1
Cac	XM_026439313.1	XP_026295098.1
Cac	XM_026439314.1	XP_026295099.1
Cac	XM_026439316.1	XP_026295101.1
Cac	XM_026439317.1	XP_026295102.1
Cac	XM_026439318.1	XP_026295103.1
Cac	XM_026439319.1	XP_026295104.1
Cac	XM_026439320.1	XP_026295105.1
Cac	XM_026439321.1	XP_026295106.1
Cac	XM_026439322.1	XP_026295107.1
Cac	XM_026439323.1	XP_026295108.1
Cac	XM_026439324.1	XP_026295109.1
Cac	XM_026439325.1	XP_026295110.1
Cac	XM_026439326.1	XP_026295111.1
Cac	XM_026439327.1	XP_026295112.1
Cac	XM_026439328.1	XP_026295113.1
Cac	XM_026439329.1	XP_026295114.1
Cac	XM_026439330.1	XP_026295115.1
Cac	XM_026439331.1	XP_026295116.1
Cac	XM_026439332.1	XP_026295117.1
Cac	XM_026439333.1	XP_026295118.1
Cac	XM_026439334.1	XP_026295119.1
Cac	XM_026439335.1	XP_026295120.1
Cac	XM_026439336.1	XP_026295121.1
Cac	XR_003304221.1	
cact1	NM_001163712.1	NP_001157184.1
cact1	XM_006567107.2	XP_006567170.1
cact1	XM_006567108.3	XP_006567171.1
cact1	XM_026439972.1	XP_026295757.1
cad	NM_001252430.1	NP_001239359.1
Calpb	NM_001160405.2	NP_001153877.1
Calpb	XM_026446367.1	XP_026302152.1
Calpb	XM_026446368.1	XP_026302153.1
Calpb	XM_026446369.1	XP_026302154.1
Calpb	XM_026446370.1	XP_026302155.1
Calpb	XM_026446371.1	XP_026302156.1
Calpb	XM_026446372.1	XP_026302157.1
Calpb	XM_026446373.1	XP_026302158.1
Calpb	XM_026446374.1	XP_026302159.1
Calpb	XM_026446375.1	XP_026302160.1
Camkii	NM_001134950.1	NP_001128422.1
Camkii	XM_006560509.3	XP_006560572.1
Camkii	XM_006560512.3	XP_006560575.1
Camkii	XM_006560514.3	XP_006560577.1
Camkii	XM_006560519.3	XP_006560582.1
Camkii	XM_006560524.3	XP_006560587.1
Camkii	XM_006560525.3	XP_006560588.1
Camkii	XM_006560526.3	XP_006560589.1
Camkii	XM_006560527.3	XP_006560590.1
Camkii	XM_006560528.3	XP_006560591.1
Camkii	XM_006560529.3	XP_006560592.1
Camkii	XM_006560530.3	XP_006560593.1
Camkii	XM_006560531.3	XP_006560594.1
Camkii	XM_006560532.3	XP_006560595.1
Camkii	XM_006560533.3	XP_006560596.1
Camkii	XM_006560534.3	XP_006560597.1
Camkii	XM_006560535.3	XP_006560598.1
Camkii	XM_006560536.3	XP_006560599.1
Camkii	XM_006560537.3	XP_006560600.1
Camkii	XM_006560540.3	XP_006560603.1
Camkii	XM_016911562.2	XP_016767051.1
Camkii	XM_016911563.2	XP_016767052.1
Camkii	XM_016911564.2	XP_016767053.1
Camkii	XM_016911565.2	XP_016767054.1
Camkii	XM_016911566.2	XP_016767055.1
Camkii	XM_016911567.2	XP_016767056.1
Camkii	XM_016911568.2	XP_016767057.1
Camkii	XM_026439954.1	XP_026295739.1
Camkii	XM_026439955.1	XP_026295740.1
Camkii	XM_026439956.1	XP_026295741.1
Camkii	XM_026439957.1	XP_026295742.1
Camkii	XM_026439958.1	XP_026295743.1
Camkii	XM_026439959.1	XP_026295744.1
Camkii	XM_026439960.1	XP_026295745.1
Camkii	XM_026439961.1	XP_026295746.1
Camkii	XM_026439962.1	XP_026295747.1
Camkii	XM_026439963.1	XP_026295748.1
Camkii	XM_026439964.1	XP_026295749.1
Camkii	XM_026439965.1	XP_026295750.1
Camkii	XM_026439966.1	XP_026295751.1
Camkii	XM_026439967.1	XP_026295752.1
Camkii	XM_026439968.1	XP_026295753.1
Camkii	XM_026439969.1	XP_026295754.1
Cat	NM_001178069.1	NP_001171540.1
Cat	XM_026441104.1	XP_026296889.1
Cbs	NM_001040263.1	NP_001035353.1
Cdc37	NM_001242514.1	NP_001229443.1
Cdk5	NM_001168425.1	NP_001161897.1
Chmp1	NM_001242467.1	NP_001229396.1
c-mos	NM_001011644.2	NP_001011644.1
Coq7	NM_001178067.1	NP_001171538.1
Cox6b1	NM_001172403.1	NP_001165874.1
Cox6c	NM_001172405.1	NP_001165876.1
Cox6c	XM_006557479.3	XP_006557542.1
Cox6c	XM_006557480.3	XP_006557543.1
Cox6c	XM_006557481.3	XP_006557544.1
Cox6c	XM_006557482.3	XP_006557545.1
Cox6c	XM_016912478.2	XP_016767967.1
Cpap3-b	NM_001172378.1	NP_001165849.1
Cpap3-c	NM_001172389.1	NP_001165860.1
Cpap3-c	XM_006569201.3	XP_006569264.1
Cpap3-d	NM_001172379.1	NP_001165850.1
CPF1	NM_001270831.1	NP_001257760.1
CPF2	NM_001270832.1	NP_001257761.1
CPF2	NM_001270833.1	NP_001257762.1
CPR1	NM_001270817.1	NP_001257746.1
CPR11	NM_001270823.1	NP_001257752.1
CPR12	NM_001270824.1	NP_001257753.1
CPR13	NM_001270825.1	NP_001257754.1
CPR14	NM_001270813.1	NP_001257742.1
CPR16	NM_001270826.1	NP_001257755.1
CPR17	NM_001270827.1	NP_001257756.1
CPR18	NM_001270828.1	NP_001257757.1
CPR19	NM_001167893.1	NP_001161365.1
CPR2	NM_001270818.1	NP_001257747.1
CPR21	NM_001270815.1	NP_001257744.1
CPR22	NM_001270814.1	NP_001257743.1
CPR27	NM_001270829.1	NP_001257758.1
CPR28	NM_001270830.1	NP_001257759.1
CPR3	NM_001270819.1	NP_001257748.1
CPR4	NM_001270820.1	NP_001257749.1
CPR5	NM_001270821.1	NP_001257750.1
CPR6	NM_001270822.1	NP_001257751.1
crh-BP	NM_001012615.1	NP_001012633.1
Cry2	NM_001083630.1	NP_001077099.1
Cry2	XM_006565949.3	XP_006566012.1
Cry2	XM_006565950.3	XP_006566013.1
Cry2	XM_006565951.3	XP_006566014.1
Cry2	XM_006565952.3	XP_006566015.1
Cryl1	NM_001135735.1	NP_001129207.1
Crz	NM_001012963.1	NP_001012981.1
Crzr	NM_001143921.1	NP_001137393.1
Crzr	XM_006568495.3	XP_006568558.1
Crzr	XM_026439655.1	XP_026295440.1
Csd	XM_026439432.1	XP_026295217.1
CSP1	NM_001077820.1	NP_001071288.1
CSP2	NM_001077810.1	NP_001071278.1
CSP3	NM_001011583.2	NP_001011583.1
CSP4	NM_001077814.1	NP_001071282.1
CSP4	XM_006557878.3	XP_006557941.1
CSP6	NM_001077819.1	NP_001071287.1
CSP6	XM_016912595.2	XP_016768084.1
CTL5	NM_001242997.1	NP_001229926.1
CUTA	NM_001242457.1	NP_001229386.1
CUTA	XM_026444886.1	XP_026300671.1
Cyp314a1	NM_001040257.1	NP_001035347.1
Cyp314a1	XM_006570167.3	XP_006570230.2
Cyp314a1	XM_026440521.1	XP_026296306.1
Cyp314a1	XM_026440522.1	XP_026296307.1
Cyp314a1	XM_026440523.1	XP_026296308.1
Cyp314a1	XM_026440524.1	XP_026296309.1
Cyp314a1	XM_026440525.1	XP_026296310.1
Cyp314a1	XM_026440526.1	XP_026296311.1
Cyp314a1	XM_026440527.1	XP_026296312.1
Cyp314a1	XM_026440528.1	XP_026296313.1
Cyp314a1	XM_026440529.1	XP_026296314.1
Cyp4g11	NM_001040233.1	NP_001035323.1
Cyp4g11	XM_006559340.3	XP_006559403.1
Cyp4g11	XM_006559341.2	XP_006559404.1
Cyp4g11	XM_016916903.2	XP_016772392.1
CYP6AQ1	NM_001205062.1	NP_001191991.1
CYP6AQ1	XM_006566841.3	XP_006566904.2
CYP6AQ1	XM_006566842.3	XP_006566905.2
CYP6AQ1	XM_016915338.2	XP_016770827.2
Cyp6as5	NM_001040234.1	NP_001035324.1
Cyp6as5	XM_026444558.1	XP_026300343.1
CytC	NM_001177490.1	NP_001170961.1
Dat	NM_001145738.1	NP_001139210.1
Dat	XM_006563202.3	XP_006563265.1
Dat	XM_016911642.2	XP_016767131.1
Dat	XM_016911667.2	XP_016767156.1
Dcr-1	NM_001123013.2	NP_001116485.2
Dcr-1	XM_016912057.2	XP_016767546.1
Def1	NM_001011616.2	NP_001011616.2
Def2	NM_001011638.1	NP_001011638.1
DHRS4	NM_001276427.1	NP_001263356.1
DHRS4	XM_016914214.1	XP_016769703.1
Dl	NM_001011577.1	NP_001011577.1
Dl	NM_001171006.1	NP_001164477.1
Dl	XM_006566997.3	XP_006567060.1
Dl	XM_006566998.3	XP_006567061.1
Dl	XM_006566999.3	XP_006567062.1
Dl	XM_006567000.3	XP_006567063.1
Dl	XM_006567002.3	XP_006567065.1
Dll	NM_001131037.1	NP_001124509.1
Dll	XM_006560302.3	XP_006560365.1
Dll	XM_006560304.3	XP_006560367.1
Dll	XM_016915684.2	XP_016771173.1
Dll	XM_016915685.2	XP_016771174.1
Dll	XM_016915686.2	XP_016771175.1
Dnmt1a	NM_001171051.1	NP_001164522.1
Dnmt1a	XM_006569640.3	XP_006569703.2
Dnmt1a	XM_026443083.1	XP_026298868.1
Dnmt3	NM_001190421.1	NP_001177350.1
Dnmt3	XM_026446361.1	XP_026302146.1
Dnmt3	XM_026446362.1	XP_026302147.1
Dnmt3	XM_026446363.1	XP_026302148.1
Dnmt3	XM_026446364.1	XP_026302149.1
Dnmt3	XM_026446365.1	XP_026302150.1
Dop1	NM_001011595.1	NP_001011595.1
Dop1	XM_006563321.3	XP_006563384.1
Dop1	XM_026445262.1	XP_026301047.1
Dop1	XM_026445263.1	XP_026301048.1
Dop3	NM_001014983.1	NP_001014983.1
Dop3	XM_006561504.3	XP_006561567.2
Dop3	XM_006561505.3	XP_006561568.2
Dop3	XM_006561506.3	XP_006561569.2
Dop3	XM_006561507.3	XP_006561570.2
DopR2	NM_001011567.1	NP_001011567.1
DopR2	XM_026445257.1	XP_026301042.1
DopR2	XM_026445258.1	XP_026301043.1
DopR2	XM_026445259.1	XP_026301044.1
Dscam	NM_001014991.1	NP_001014991.1
Dscam	XM_026439895.1	XP_026295680.1
Dscam	XM_026439896.1	XP_026295681.1
Dscam	XM_026439897.1	XP_026295682.1
Dscam	XM_026439898.1	XP_026295683.1
Dscam	XM_026439899.1	XP_026295684.1
Dscam	XM_026439900.1	XP_026295685.1
Dscam	XM_026439901.1	XP_026295686.1
Dscam	XM_026439902.1	XP_026295687.1
Dscam	XM_026439903.1	XP_026295688.1
Dscam	XM_026439904.1	XP_026295689.1
Dscam	XM_026439905.1	XP_026295690.1
Dscam	XM_026439906.1	XP_026295691.1
Dscam	XM_026439907.1	XP_026295692.1
Dscam	XM_026439908.1	XP_026295693.1
Dscam	XM_026439909.1	XP_026295694.1
Dscam	XM_026439910.1	XP_026295695.1
Dscam	XM_026439911.1	XP_026295696.1
Dscam	XM_026439912.1	XP_026295697.1
Dscam	XM_026439914.1	XP_026295699.1
Dscam	XM_026439915.1	XP_026295700.1
Dscam	XM_026439916.1	XP_026295701.1
Dscam	XM_026439917.1	XP_026295702.1
Dscam	XM_026439918.1	XP_026295703.1
Dscam	XM_026439919.1	XP_026295704.1
Dscam	XM_026439920.1	XP_026295705.1
Dscam	XM_026439921.1	XP_026295706.1
Dscam	XM_026439922.1	XP_026295707.1
Dscam	XM_026439923.1	XP_026295708.1
Dscam	XM_026439924.1	XP_026295709.1
Dscam	XM_026439925.1	XP_026295710.1
Dscam	XM_026439926.1	XP_026295711.1
Dscam	XM_026439927.1	XP_026295712.1
Dscam	XM_026439928.1	XP_026295713.1
Dscam	XM_026439929.1	XP_026295714.1
Dscam	XM_026439930.1	XP_026295715.1
Dscam	XM_026439931.1	XP_026295716.1
Dscam	XM_026439932.1	XP_026295717.1
Dscam	XM_026439933.1	XP_026295718.1
Dscam	XM_026439934.1	XP_026295719.1
Dscam	XM_026439935.1	XP_026295720.1
Dscam	XM_026439936.1	XP_026295721.1
Dscam	XM_026439937.1	XP_026295722.1
Dscam	XM_026439938.1	XP_026295723.1
Dscam	XM_026439939.1	XP_026295724.1
Dscam	XM_026439940.1	XP_026295725.1
Dscam	XM_026439941.1	XP_026295726.1
Dscam	XM_026439942.1	XP_026295727.1
Dscam	XM_026439943.1	XP_026295728.1
Dscam	XM_026439944.1	XP_026295729.1
Dscam	XM_026439945.1	XP_026295730.1
Dsx	NM_001111255.1	NP_001104725.1
Dsx	NM_001134935.1	NP_001128407.1
Dsx	NM_001134936.1	NP_001128408.1
Dsx	NR_024131.1	
Dsx	XM_006560013.3	XP_006560076.1
E74	NM_001011631.1	NP_001011631.1
E74	XM_006558371.3	XP_006558434.1
E74	XM_006558372.3	XP_006558435.1
E74	XM_006558373.3	XP_006558436.1
E74	XM_006558374.3	XP_006558437.1
E74	XM_006558375.3	XP_006558438.1
E74	XM_006558376.3	XP_006558439.1
E74	XM_006558377.3	XP_006558440.1
E74	XM_006558378.3	XP_006558441.1
E74	XM_006558379.3	XP_006558442.1
E74	XM_026439308.1	XP_026295093.1
E75	NM_001080110.1	NP_001073579.1
E75	XM_006564318.3	XP_006564381.2
E75	XM_006564319.3	XP_006564382.1
E75	XM_006564320.3	XP_006564383.2
E75	XM_006564321.3	XP_006564384.1
Eaat-2	NM_001011597.1	NP_001011597.1
Eaat-2	XM_006568148.3	XP_006568211.1
ecd	NM_001242435.1	NP_001229364.1
ecd	XM_006571703.3	XP_006571766.1
Ecr	NM_001098215.2	NP_001091685.2
Ecr	NM_001159355.1	NP_001152827.1
Ecr	XM_006568053.3	XP_006568116.2
Ecr	XM_016913298.2	XP_016768787.2
Ef-1a-f1	NM_001011628.2	NP_001011628.1
Ef-1a-f1	XM_006566843.3	XP_006566906.1
Ef-1a-f1	XM_006566844.3	XP_006566907.1
EF1a-F2	NM_001014993.1	NP_001014993.1
EF1a-F2	XM_006569890.3	XP_006569953.1
EF1a-F2	XM_006569891.2	XP_006569954.1
EF1a-F2	XM_006569892.2	XP_006569955.1
EF1a-F2	XM_006569894.2	XP_006569957.1
egh	NM_001242556.1	NP_001229485.1
egh	XM_026442619.1	XP_026298404.1
egh	XM_026442641.1	XP_026298426.1
Eif3h	NM_001242520.1	NP_001229449.1
Eif4g	NM_001191048.2	NP_001177977.2
Eif4g	XM_026441106.1	XP_026296891.1
Eif4g	XM_026441107.1	XP_026296892.1
Eif4g	XM_026441108.1	XP_026296893.1
Eif4g	XM_026441109.1	XP_026296894.1
Eif4g	XM_026441110.1	XP_026296895.1
Eif4g	XM_026441111.1	XP_026296896.1
Eif4g	XM_026441112.1	XP_026296897.1
Eif4g	XM_026441113.1	XP_026296898.1
Eif4g	XM_026441114.1	XP_026296899.1
Emc	NM_001141964.1	NP_001135436.1
EphR	NM_001013006.1	NP_001013024.1
EphR	XM_006565587.3	XP_006565650.1
EphR	XM_006565588.3	XP_006565651.1
EphR	XM_006565589.3	XP_006565652.1
EphR	XM_006565590.3	XP_006565653.1
EphR	XM_006565591.3	XP_006565654.1
EphR	XM_006565592.3	XP_006565655.1
EphR	XM_006565593.3	XP_006565656.1
EphR	XM_006565594.3	XP_006565657.1
EphR	XM_006565595.3	XP_006565658.1
EphR	XM_006565596.3	XP_006565659.1
EphR	XM_006565597.3	XP_006565660.1
EphR	XM_006565598.3	XP_006565661.1
EphR	XM_006565599.3	XP_006565662.1
EphR	XM_006565600.3	XP_006565663.1
EphR	XM_006565601.3	XP_006565664.1
EphR	XM_016915987.2	XP_016771476.1
EphR	XM_016915988.2	XP_016771477.1
EphR	XM_016915990.2	XP_016771479.1
Err	NM_001162516.1	NP_001155988.1
Err	XM_006567594.3	XP_006567657.1
Err	XM_006567595.3	XP_006567658.1
Err	XM_006567596.3	XP_006567659.1
Err	XM_006567597.3	XP_006567660.1
Err	XM_006567598.3	XP_006567661.1
Err	XM_006567599.3	XP_006567662.1
Err	XM_006567600.3	XP_006567663.1
Err	XM_006567601.3	XP_006567664.1
Err	XM_016912042.2	XP_016767531.1
Est-6	NM_001126244.1	NP_001119716.1
Eth	NM_001142607.1	NP_001136079.1
Ets97D-like	NM_001242542.1	NP_001229471.1
eve	NM_001252428.1	NP_001239357.1
eve	XM_006557536.3	XP_006557599.1
Eyg	NM_001114188.1	NP_001107660.1
Eyg	XM_006568692.3	XP_006568755.1
Eyg	XM_016917992.2	XP_016773481.1
Fabp	NM_001011630.1	NP_001011630.1
Fabp	NM_001011636.1	NP_001011636.1
Fabp	XM_006568149.3	XP_006568212.1
Fabp	XM_006568150.3	XP_006568213.1
FAR1	NM_001193290.1	NP_001180219.1
FAR1	XM_006565147.3	XP_006565210.1
FAR1	XM_006565148.3	XP_006565211.1
FAR1	XM_006565149.3	XP_006565212.1
FAR1	XM_006565150.3	XP_006565213.1
FAR1	XM_006565151.3	XP_006565214.1
Fem	NM_001134828.1	NP_001128300.1
Fibroin1	NM_001136206.1	NP_001129678.1
Fibroin2	NM_001136207.1	NP_001129679.1
Fibroin3	NM_001136208.1	NP_001129680.1
Fibroin4	NM_001136209.1	NP_001129681.1
For	NM_001011581.1	NP_001011581.1
For	XM_026444521.1	XP_026300306.1
For	XM_026444523.1	XP_026300308.1
For	XM_026444524.1	XP_026300309.1
Foxp	NM_001104949.1	NP_001098419.1
Foxp	XM_006560289.3	XP_006560352.1
Foxp	XM_016915675.2	XP_016771164.1
Foxp	XM_026444529.1	XP_026300314.1
Foxp	XM_026444530.1	XP_026300315.1
Foxp	XM_026444531.1	XP_026300316.1
Foxp	XM_026444532.1	XP_026300317.1
Foxp	XM_026444533.1	XP_026300318.1
Foxp	XM_026444534.1	XP_026300319.1
Foxp	XM_026444536.1	XP_026300321.1
Foxp	XM_026444537.1	XP_026300322.1
Foxp	XM_026444538.1	XP_026300323.1
Foxp	XM_026444539.1	XP_026300324.1
Foxp	XM_026444540.1	XP_026300325.1
Foxp	XM_026444541.1	XP_026300326.1
Foxp	XM_026444542.1	XP_026300327.1
Foxp	XM_026444543.1	XP_026300328.1
Foxp	XM_026444544.1	XP_026300329.1
Foxp	XM_026444546.1	XP_026300331.1
Foxp	XM_026444547.1	XP_026300332.1
Foxp	XM_026444548.1	XP_026300333.1
Foxp	XM_026444549.1	XP_026300334.1
Foxp	XM_026444550.1	XP_026300335.1
Foxp	XM_026444551.1	XP_026300336.1
Foxp	XM_026444552.1	XP_026300337.1
Foxp	XM_026444553.1	XP_026300338.1
Foxp	XM_026444554.1	XP_026300339.1
Foxp	XM_026444555.1	XP_026300340.1
Foxp	XM_026444557.1	XP_026300342.1
Foxp	XR_003305922.1	
Fstl5	NM_001032361.1	NP_001027532.1
Fstl5	XM_006562205.3	XP_006562268.1
Fstl5	XM_016915340.2	XP_016770829.1
Fstl5	XM_026444138.1	XP_026299923.1
Fstl5	XM_026444139.1	XP_026299924.1
Gat-1B	NM_001011643.1	NP_001011643.1
Gat-1B	XM_006557489.3	XP_006557552.1
Gat-a	NM_001134934.1	NP_001128406.1
Gat-a	XM_006571456.3	XP_006571519.1
Gat-a	XM_006571457.3	XP_006571520.1
Gb15078	NM_001040203.1	NP_001035293.1
Gb15078	XM_006564502.3	XP_006564565.1
Gfat2	NM_001134949.1	NP_001128421.1
Gfat2	XM_016911528.2	XP_016767017.2
Gfat2	XM_016911529.2	XP_016767018.2
Gfat2	XM_016911530.2	XP_016767019.2
Gfat2	XM_016911531.2	XP_016767020.2
GlnS	NM_001170974.1	NP_001164445.1
GlnS	XM_006570870.3	XP_006570933.1
GlnS	XM_016912487.2	XP_016767976.1
Glob1	NM_001077823.2	NP_001071291.1
Glob1	XM_026442862.1	XP_026298647.1
Glob1	XM_026442921.1	XP_026298706.1
Glob1	XM_026442949.1	XP_026298734.1
Glob1	XM_026442989.1	XP_026298774.1
GluCl	NM_001077809.1	NP_001071277.1
GluCl	XM_006560168.3	XP_006560231.1
GluCl	XM_006560169.3	XP_006560232.1
GluCl	XM_006560170.3	XP_006560233.1
GluCl	XM_006560173.3	XP_006560236.1
GluCl	XM_016915981.2	XP_016771470.1
GluCl	XM_016915982.2	XP_016771471.1
GluCl	XM_016915983.2	XP_016771472.1
GluCl	XM_016915984.2	XP_016771473.1
GluCl	XM_016915985.2	XP_016771474.1
GluCl	XM_026444874.1	XP_026300659.1
Glurb	NM_001011623.1	NP_001011623.1
Glurb	XM_006562728.3	XP_006562791.2
Glurb	XM_006562730.3	XP_006562793.2
