#Each branch site analysis results in a LRT score that is compared to a chi-square distribution with 1 degree of freedom to give a pvalue
#This table shows the adjusted pvalues for each lineage per tested gene. NA means the test resulted in convergence failure

Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC410719	1	1	1	1	1	1	1	1	1	1	1
LOC410732	1	1	1	1	1	1	1	1	0.9845833	1	2.70426e-05
LOC410812	1	1	1	1	1	1	1	1	1	1	0.0006976588
LOC411115	1	1	1	1.358864e-05	1	1	1	1	0.0001327258	1	1
LOC411270	1	1	1	1	1	1	1	1	1	1	1
LOC411295	1	1	1	1	1	1	1	1	1	1	1
LOC411519	1	1	1	1	1	1	1	1	1	1	1
LOC411566	1	1	1	1	1	1	1	1	1	1	1
LOC411639	1	1	1	1	1	1	1	1	1	1	0.006046315
LOC411888	1	1	1	1	1	1	1	1	1	1	1
LOC411892	1	1	1	1	1	1	0.07027471	1	1	1	1
LOC411915	1	1	1	1	1	1	1	1	1	1	1
LOC411980	1	1	1	1	1	1	1	1	1	1	1
LOC412115	1	1	1	1	1	1	1	1	1	1	1
LOC412235	1	1	1	1	1	1	1	1	1	1	1
LOC412278	1	1	1	1	1	1	1	1	1.227959e-26	1	1
LOC412536	1	1	1	1	1	1	1	1	1	1	1
LOC412630	1	1	1	1	1	1	1	1	1	1	1
LOC412647	1	1	1	1	1	1	1	1	1	1	1
LOC412687	1	1	1	1	1	1	1	0.2218049	1	1	1
LOC412774	1	1	1	1	1	1	1	1	1	1	1
LOC412788	1	1	1	1	1	1	1	1	1	1	1
LOC412810	1	1	1	1	1	1	1	1	1	1	1
LOC412816	1	1	1	1	1	1	1	1	1	1	1
LOC412825	1	1	1	1	1	1	1	0.003468918	7.36294e-10	1	1
LOC413025	1	1	1	1	1	1	1	1	1	1	1
LOC413054	1	1	1	1	1	1	1	1	1	1	1
LOC413126	1	1	1	1	1	1	2.353935e-05	1	1	1	1
LOC413153	1	1	1	1	1	1	1	1	2.714306e-08	1	1
LOC413194	1	1	1	0.09727919	1	1	1	1	1	1	1
LOC413369	1	1	1	1	1	1	1	1	1	1	1
LOC413389	1	1	1	1	1	1	1	0.001358064	1	1	1
LOC413394	1	1	1	1	1	1	1	1	1	1	1
LOC413408	1	1	1	1	1	1	1	1	0.0001212975	1	1
LOC413411	1	1	1	1	1	1	1	1	1	1	2.190196e-08
LOC413430	1	1	1	1	1	1	1	0.0251043	1	1	1
LOC413543	1	1	1	1	1	1	1	1	1	1	1
LOC413592	1	1	1	1	1	1	1	1	1	1	1
LOC413668	1	1	1	1	1	1	1	1	1	1	0.0001538306
LOC413742	1	1	1	1	1	1	1	1	1	1	1
LOC413749	1	1	1	1	1	1	1	1	1	0.4424328	0.6652077
LOC413772	1	1	1	1	1	1	1	1	1	1	1
LOC413782	1	1	1	1	0.05652982	1	1	1	1	1	1
LOC550710	1	1	1	1	1	1	1	1	1	1	1
LOC551036	1	1	1	1	1	1	1	1	1	1	0.03882218
LOC551057	1	1	1	1	1	1	1	1	1	1	1
LOC551093	1	1	1	1	1	1	1	1	1	1	1
LOC551100	1	1	1	1	1	1	1	1	1	1	1
LOC551198	1	1	1	1	1	1	1	1	1	1	1
LOC551384	1	1	1	1	1	1	1	1	1	1	1
LOC551467	1	1	1	1	1	1	1	1	1	1	1
LOC551500	1	1	1	1	1	1	1	1	1	1	5.859609e-12
LOC551517	1	1	1	1	1	1	1	1	1	1	7.644033e-09
LOC551554	1	1	1	1	1	1	1	1	1	1	1.042041e-07
LOC551608	1	1	1	1	1	1	1	1	1	1	2.367969e-05
LOC551668	1	1	1	1	1	1	1	3.192726e-10	1	1.927044e-05	1
LOC551721	1	1	1	1	1	1	1	1	1	1	1
LOC551793	1	1	1	1	1	1	1	1	1	1	1
LOC551819	1	1	1	1	1	1	1	1	1	1	1
LOC551922	1	1	1	1	1	1	1	1	1	1	1
LOC551961	1	1	1	1	1	1	1	1	1	1	1
LOC551969	1	1	1	1	1	1	1	1	1	1	1
LOC551970	1	1	1	1	1	1	1	1	1	1	1
LOC551980	1	1	1	1	1	1	1	1	1	1	1
LOC552036	1	1	1	1	1	1	1	1	1	1	1
LOC552062	1	1	1	1	1	1	1	1	1	1	1
LOC552138	1	1	1	1	1	1	1	1	1	1	5.732049e-07
LOC552150	1	1	1	1	1	1	1	1	1	1	1
LOC552154	1	1	1	1	1	1	1	1	1	1	1
LOC552197	1	1	1	1	1	1	1	1	1	1	1
LOC552247	1	1	1	1	1	1	1	1	1	1	1
LOC552315	0.0685903956933941	1	1	1	1	1	1	2.114734e-18	1	1	7.442535e-12
LOC552410	1	1	1	1	1	1	1	1	1	1	1
LOC552419	1	1	1	1	1	1	1	1	1	1	1
LOC552476	1	1	1	1	1	1	1	1	1	1	1
LOC552528	1	1	1	1	1	1	1	1	1	1	1
LOC552549	1	1	1	1	1	1	1	1	1	1	1
LOC552571	1	1	1	1	1	1	2.613641e-13	1	1	1	1
LOC552720	1	1	1	1	1	1	1	1	1	1	1
LOC552756	1	1	1	1	1	1	1	1	1	1	1
LOC552766	1	1	1	1	1	1	1	1	1	1	1
LOC724169	1	1	1	1	1	1	1	1	1	1	1
LOC724187	1	1	1	1	1	1	1	1	1	1	1.420718e-07
LOC724188	1	1	1	1	1	1	1	1	1	1	1
LOC724291	1	1	1	1	1	1	1	1	1	1	1
LOC724386	1	1	1	1	1	1	1	1	1	1	1
LOC724408	1	1	1	1	1	1	1	1	1	1	1
LOC724703	1	1	1	1	1	1	1	1	1	1	1
LOC724917	1	1	1	1	1	1	1	1	0.008800489	1	0.1020932
LOC724930	1	1	1	1	1	1	1	1	1	1	1
LOC725038	1	1	1	0.1841877	1	1	1	1	1	1	0.01840011
LOC725111	1	1	1	1	1	1	1	1	1	1	1
LOC725169	1	1	1	1	1	1	1	1	1	1	1
LOC725184	1	1	1	1	1	1	1	1	1	1	1
LOC725237	1	1	1	1	1	1	3.665817e-09	1	1	1	1
LOC725273	1	1	1	1	1	1	1	1	1	1	1
LOC725368	1	1	1	1	1	1	1	1	1	1	1
LOC725374	1	1	1	1	1	1	1	1	1	1	1
LOC725388	1	1	1	1	1	1	1	1	1	1	1
LOC725512	1	1	1	1	1	1	1	0.8139857	1	1	1
LOC725551	1	1	1	1	1	1	1	1	1	1	1
LOC725571	1	1	1	1	1	1	1	1	1	1	2.275707e-05
LOC725661	1	1	1	1	1	1	1	1	1	1	1
LOC725770	1	1	1	1	1	1	1	1	1	1	1
LOC725870	1	1	1	1	1	1	1	1	1	1	1
LOC726002	1	1	1	1	1	1	1	1	1	1	1
LOC726172	1	1	1	1	1	1	1	1	1	1	1
LOC726197	1	1	1	1	1	1	1	1	1	1	1
LOC726269	1	1	1	1	1	1	1	1	1	1	1
LOC726289	1	1	1	1	1	1	1	1	1	1	1
LOC726497	1	1	1	1	1	1	1	1	1	1	1
LOC726500	1	1	1	1	1	1	1	1	1	1	1
LOC726562	1	1	1	1	1	1	1	1	1	1	1
LOC726637	1	1	1	1	1	1	1	1	1	1	1
LOC726721	1	1	1	1	1	1	1	1	1	1	1
LOC726760	1	1	1	1	1	1	1	1	1	1	1
LOC726883	1	1	1	1	1	1	1	1	1	1	1.789686e-19
LOC726947	1	1	1	1	1	1	1	1	1.079886e-08	1	1.447066e-33
LOC726958	1	1	1	1	1	1	1	1	1	1	1
LOC727396	1	1	1	1	1	1	1	0.1197143	1	1	1
LOC727418	1	1	1	1	1	1	1	1	1	1	1
LOC727634	1	1	0.01953505	1	0.2583195	1	1	1	1	6.47629e-14	1
NOS	1	1	1	1	1	1	1	1	1	1	1
PGRP-S3	1	1	1	1	1	1	1	1	1	1	1
PPO	1	1	1	1	1	1	1	1	1	1	1
Pten	1	1	1	1	1	1	1	1	1	1	1
Sod1	1	1	1	1	1	1	1	1	1	1	1
Sod2	1	1	1	1	1	NA	1	1	1	1	0.09932217
Tpx-4	1	1	1	1	1	1	1	1	1	1	1
Vha16	1	1	1	1	1	1	1	1	1	1	1
