TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0051293	establishment_of_spindle_localization	0.308	null	null	1.556	-1.708	0.797	0.973	226	True
GO:1902875	regulation_of_embryonic_pattern_specification	0.009	3.882	5.308	0.301	-1.761	0.91	0.317	-1	False
GO:0006930	substrate-dependent_cell_migration__cell_extension	0.026	-4.642	-0.633	0.602	-2.642	0.852	0.322	-1	False
GO:0046956	positive_phototaxis	0.035	-1.552	-6.3	0.699	-2.519	0.931	0.342	-1	False
GO:0030030	cell_projection_organization	5.508	-6.209	-2.186	2.797	-2.465	0.879	0.348	-1	False
GO:0043113	receptor_clustering	0.106	-6.098	3.632	1.114	-2.342	0.901	0.352	-1	False
GO:0045175	basal_protein_localization	0.088	-5.609	3.709	1.041	-2.079	0.932	0.358	-1	False
GO:0045167	asymmetric_protein_localization_involved_in_cell_fate_determination	0.159	-3.625	4.975	1.279	-1.866	0.815	0.374	-1	False
GO:0045995	regulation_of_embryonic_development	0.405	3.615	2.53	1.672	-3.081	0.879	0.403	-1	False
GO:0016476	regulation_of_embryonic_cell_shape	0.264	null	null	1.491	-1.8	0.877	0.635	45995	True
GO:0007279	pole_cell_formation	0.176	-1.528	6.553	1.322	-2.042	0.838	0.419	-1	False
GO:0048522	positive_regulation_of_cellular_process	14.434	5.161	-0.886	3.215	-2.951	0.842	0.422	-1	False
GO:0016336	establishment_or_maintenance_of_polarity_of_larval_imaginal_disc_epithelium	0.044	0.08	6.559	0.778	-2.421	0.802	0.452	-1	False
GO:0045196	establishment_or_maintenance_of_neuroblast_polarity	0.132	null	null	1.204	-1.866	0.805	0.556	16336	True
GO:0035096	larval_midgut_cell_programmed_cell_death	0.238	-0.759	6.102	1.447	-1.821	0.825	0.457	-1	False
GO:0035069	larval_midgut_histolysis	0.273	null	null	1.505	-1.761	0.849	0.87	35096	True
GO:0000904	cell_morphogenesis_involved_in_differentiation	3.798	-1.256	6.141	2.635	-2.896	0.794	0.46	-1	False
GO:0048699	generation_of_neurons	7.006	null	null	2.901	-2.158	0.806	0.56	904	True
GO:0000902	cell_morphogenesis	4.388	null	null	2.698	-2.631	0.834	0.562	904	True
GO:0032989	cellular_component_morphogenesis	4.618	null	null	2.72	-2.445	0.723	0.58	904	True
GO:0030713	ovarian_follicle_cell_stalk_formation	0.106	null	null	1.114	-2.007	0.825	0.591	904	True
GO:0120036	plasma_membrane_bounded_cell_projection_organization	5.393	-5.559	-1.841	2.787	-2.483	0.872	0.491	-1	False
GO:0042332	gravitaxis	0.229	-1.102	-6.154	1.431	-1.78	0.923	0.492	-1	False
GO:0009629	response_to_gravity	0.229	null	null	1.431	-1.78	0.949	0.526	42332	True
