Gene	SelectedSites	3hit	3H:CMD	3H:Unaffected	2hit	2H:CMD	2H:Unaffected
LOC100577363	115,123,125,127,130,131,133,135,137,138,140,143,144,146,148,2,6,7	Pass		115,123,125,127,130,131,133,135,137,138,140,143,144,146,148,2,6,7	Pass		115,123,125,127,130,131,133,135,137,138,140,143,144,146,148,2,6,7
LOC100577369	252,483,656,657,658,660,664,666,670	Pass	262,267,666	252,483,656,657,658,660,664,670	Pass	262	252,483,656,657,658,660,664,666,670
LOC100577376	108,238,407,411,413,696,9,93,941	Pass		108,238,407,411,413,696,9,93,941	Pass	117,408,656	108,238,407,411,413,696,9,93,941
LOC100577397	13,14,16,17,18,19,2,20,23,24,25,26,28,31,33,36,37,38,4,47,49,5,51,52,56,59,6,60,67,7,8	Pass		13,14,16,17,18,19,2,20,23,24,25,26,28,31,33,36,37,38,4,47,49,5,51,52,56,59,6,60,67,7,8	Pass	138,161	13,14,16,17,18,19,2,20,23,24,25,26,28,31,33,36,37,38,4,47,49,5,51,52,56,59,6,60,67,7,8
LOC100577401	114,587	Pass		114,587	Pass		114,587
LOC100577472	2,214,217,218,219,222,223,224,225,226,228,5	Pass	218,219,225,226,228,5	2,214,217,222,223,224	Pass		2,214,217,218,219,222,223,224,225,226,228,5
LOC100577530	11,12,15,17,209,22,25,26,28,29,31,35,38,39,4,40,41,44,7,8	Pass	225,257,42	11,12,15,17,209,22,25,26,28,29,31,35,38,39,4,40,41,44,7,8	Pass	189,225,257,26,39	11,12,15,17,209,22,25,28,29,31,35,38,4,40,41,44,7,8
LOC100577638	148,149,150,152,154,156,158,160,164,165,167,171,172,177,178,179,182,184,185,189,191,192,193,194	Pass	16	148,149,150,152,154,156,158,160,164,165,167,171,172,177,178,179,182,184,185,189,191,192,193,194	Pass	10,13,14,3,5,6	148,149,150,152,154,156,158,160,164,165,167,171,172,177,178,179,182,184,185,189,191,192,193,194
LOC100577644	12,19,23,24,27,53,6,7	Pass		12,19,23,24,27,53,6,7	Pass		12,19,23,24,27,53,6,7
LOC100577687	137,174,175,181,295	Pass		137,174,175,181,295	Pass	346	137,174,175,181,295
LOC100577739	1101,1106,1108,1112,1113,1121,1755,1795,1854	Pass		1101,1106,1108,1112,1113,1121,1755,1795,1854	Pass	1396,552	1101,1106,1108,1112,1113,1121,1755,1795,1854
LOC100577901	11,18,19,2,20,21,24,26,29,3,32,33,34,35,39,42,45,46,47,48,49,5,50,52,54	Pass		11,18,19,2,20,21,24,26,29,3,32,33,34,35,39,42,45,46,47,48,49,5,50,52,54	Pass	115,31,69,7,72,78,8	11,18,19,2,20,21,24,26,29,3,32,33,34,35,39,42,45,46,47,48,49,5,50,52,54
LOC100577972	1015,1022,1092,1181,1370,1570,1757,1764,1879,1890,1976,1985,2011,2059,2074,2076,2077,2131,214,2259,2396,2600,2730,2814,2845,2857,2932,3093,3138,3140,3147,399,633,667,744,789	Pass	1516,2157,3176,903	1015,1022,1092,1181,1370,1570,1757,1764,1879,1890,1976,1985,2011,2059,2074,2076,2077,2131,214,2259,2396,2600,2730,2814,2845,2857,2932,3093,3138,3140,3147,399,633,667,744,789	Pass	1103,1516,1712,2034,2157,2184,3176,3362,51	1015,1022,1092,1181,1370,1570,1757,1764,1879,1890,1976,1985,2011,2059,2074,2076,2077,2131,214,2259,2396,2600,2730,2814,2845,2857,2932,3093,3138,3140,3147,399,633,667,744,789
LOC100577980	1,213,4	Pass	1,129,131,19,231,37,4,48,53,564,78	213	Pass	129,131,213,4,469,564,565	1
LOC100578031	1,144,15,16,18,19,20,257,26,261,262,269,27,28,29,30,37,38,41,43,44,7,9	Pass		1,144,15,16,18,19,20,257,26,261,262,269,27,28,29,30,37,38,41,43,44,7,9	Pass		1,144,15,16,18,19,20,257,26,261,262,269,27,28,29,30,37,38,41,43,44,7,9
LOC100578071	1201,1623,1624,1627,1628,1634,1636,1639,1643,1644,1645,1647,1648,1654,1658,532,721,771,776,842,9	Pass	484,485,486,489	1201,1623,1624,1627,1628,1634,1636,1639,1643,1644,1645,1647,1648,1654,1658,532,721,771,776,842,9	Pass	1454,1636,484,485,486,488,489,490,822	1201,1623,1624,1627,1628,1634,1639,1643,1644,1645,1647,1648,1654,1658,532,721,771,776,842,9
LOC100578126	1,181,182,183,186,188,3,4,56,57,58,6,60,61,62,63,64,65,66,70,73,75,76,78,79,80,81,82,85,86,88,89	Pass	79,81	1,181,182,183,186,188,3,4,56,57,58,6,60,61,62,63,64,65,66,70,73,75,76,78,80,82,85,86,88,89	Pass	72,77,79,80,89	1,181,182,183,186,188,3,4,56,57,58,6,60,61,62,63,64,65,66,70,73,75,76,78,81,82,85,86,88
LOC100578201	1024,296,315,563,596	Pass	1227,942	1024,296,315,563,596	Pass	1147,490	1024,296,315,563,596
LOC100578207	131,151,16,162,233,311,347,361,363,364,365,372,373,378,379,380,382,390,41,45	Pass	333	131,151,16,162,233,311,347,361,363,364,365,372,373,378,379,380,382,390,41,45	Pass	113,156,373,7	131,151,16,162,233,311,347,361,363,364,365,372,378,379,380,382,390,41,45
LOC100578237	387,523,816,831,930	Pass		387,523,816,831,930	Pass	192,204,366,391,682	387,523,816,831,930
LOC100578289	16,229,231,234,236,239,241,242,245,246,250,252,253,254,256,257,259,260,261,262,263,269,271,272,276	Pass	62,88	16,229,231,234,236,239,241,242,245,246,250,252,253,254,256,257,259,260,261,262,263,269,271,272,276	Pass	161,24,62,74,88,92	16,229,231,234,236,239,241,242,245,246,250,252,253,254,256,257,259,260,261,262,263,269,271,272,276
LOC100578298	14,178,3,340,4,5,8	Pass	354	14,178,3,340,4,5,8	Pass		14,178,3,340,4,5,8
LOC100578515	1,11,13,14,20,21,25,26,28,29,30,31,32,33,34,36,39,4,40,41,43,45,46,47,48,49,5,51,53,55,56,57,59,60,61,62,64,65,66,69,7,70,71,74,76,77,79,8,82,83,85,88,89,9	Pass	6	1,11,13,14,20,21,25,26,28,29,30,31,32,33,34,36,39,4,40,41,43,45,46,47,48,49,5,51,53,55,56,57,59,60,61,62,64,65,66,69,7,70,71,74,76,77,79,8,82,83,85,88,89,9	Pass	15,18,213,240,26,297,355,6,60	1,11,13,14,20,21,25,28,29,30,31,32,33,34,36,39,4,40,41,43,45,46,47,48,49,5,51,53,55,56,57,59,61,62,64,65,66,69,7,70,71,74,76,77,79,8,82,83,85,88,89,9
LOC100578537	337,745,750,753,755,756,759,762,764,765,766,767,770,773,774,776,777,778,783,784,785,786,789,793,796,797,798,799,800	Pass	482	337,745,750,753,755,756,759,762,764,765,766,767,770,773,774,776,777,778,783,784,785,786,789,793,796,797,798,799,800	Pass	232,482	337,745,750,753,755,756,759,762,764,765,766,767,770,773,774,776,777,778,783,784,785,786,789,793,796,797,798,799,800
LOC100578556	285,378,574,625,768	Pass	827	285,378,574,625,768	Pass	827	285,378,574,625,768
LOC100578563	462,57,629,656	Pass		462,57,629,656	Pass	714	462,57,629,656
LOC100578587	204,257,296,338,339,340,341,342,343,346,348,349,350,353,356,358,360,364,366,367,372,378,379,380,386,392,395,396,397,399,410,411,415,416,420,422,426,427,428,431,494,497,500	Pass	499	204,257,296,338,339,340,341,342,343,346,348,349,350,353,356,358,360,364,366,367,372,378,379,380,386,392,395,396,397,399,410,411,415,416,420,422,426,427,428,431,494,497,500	Pass	136,496,499	204,257,296,338,339,340,341,342,343,346,348,349,350,353,356,358,360,364,366,367,372,378,379,380,386,392,395,396,397,399,410,411,415,416,420,422,426,427,428,431,494,497,500
LOC100578600	14,148,15,16,18,25,31,6,8,9	Pass	761,786	14,148,15,16,18,25,31,6,8,9	Pass	12,16,17,21,30,301,376,378,637,7,756,786,8	14,148,15,18,25,31,6,9
LOC100578606	3,375,381,382,383,388,390,394,4,401,402,409,410,411,423	Pass		3,375,381,382,383,388,390,394,4,401,402,409,410,411,423	Pass	150,264	3,375,381,382,383,388,390,394,4,401,402,409,410,411,423
LOC100578852	24,44,726,732,734,736,738,743,744,749,761,762,764,765,767	Pass		24,44,726,732,734,736,738,743,744,749,761,762,764,765,767	Pass		24,44,726,732,734,736,738,743,744,749,761,762,764,765,767
LOC100578939	10,19,22,230,25,26,27,29,34,43,44,45,48,49,9	Pass	10	19,22,230,25,26,27,29,34,43,44,45,48,49,9	Pass	10,151,25,27,326,48,85	19,22,230,26,29,34,43,44,45,49,9
LOC102653780	137,147,246,338,383,384,418,468,516,77,78	Pass		137,147,246,338,383,384,418,468,516,77,78	Pass	128,205,224,227,242,301,343,402,45,518,544	137,147,246,338,383,384,418,468,516,77,78
LOC102653793	169,24,289,291,294,297,300,305,307,308,311,313,315,320,322,324,329,333,334,335,337,338,348,354,355	Pass	223	169,24,289,291,294,297,300,305,307,308,311,313,315,320,322,324,329,333,334,335,337,338,348,354,355	Pass	37,41	169,24,289,291,294,297,300,305,307,308,311,313,315,320,322,324,329,333,334,335,337,338,348,354,355
LOC102654640	11,2,274,296,578	Pass		11,2,274,296,578	Pass	209,590	11,2,274,296,578
LOC102654839	22,221,223,225,226,232,233,234,235,239,241,242,246,248,251,40,77	Pass	175,251	22,221,223,225,226,232,233,234,235,239,241,242,246,248,40,77	Pass	175	22,221,223,225,226,232,233,234,235,239,241,242,246,248,251,40,77
LOC102654959	236,257,535,542,642,771	Pass	107,109,220,495,500,501,502	236,257,535,542,642,771	Pass	107,109,111,220,4,493,495,496,500,501,508,510,775	236,257,535,542,642,771
LOC102655126	212,219,227,232,239	Pass		212,219,227,232,239	Pass	200	212,219,227,232,239
LOC102655429	384,392,393,394,401,402,403,409,413,421,424,425,428,430,434,437,438,439,440,446,447,448,65	Pass	136,186,193,335,370,412,462	384,392,393,394,401,402,403,409,413,421,424,425,428,430,434,437,438,439,440,446,447,448,65	Pass	1,11,117,120,132,136,142,186,193,224,335,370,391,392,434,462,65	384,393,394,401,402,403,409,413,421,424,425,428,430,437,438,439,440,446,447,448
LOC102656656	485,493,498,500,503	Pass	14,18,212,431,447	485,493,498,500,503	Pass	1,106,16,173,203,213,218,230,260,273,326,359,415,431,446,447,456,472,473,474,486,501,502,509,512,513,517,523,544,546,550,586,6,9,90	485,493,498,500,503
LOC102656766	103,52,55,57,58,59,62,67,71,94	Pass		103,52,55,57,58,59,62,67,71,94	Pass		103,52,55,57,58,59,62,67,71,94
LOC107964839	1036,1058,1172,142,621,708,84,881,919	Pass		1036,1058,1172,142,621,708,84,881,919	Pass	1004,1062,1256	1036,1058,1172,142,621,708,84,881,919
LOC107964884	10,21,216,22,25,45	Pass		10,21,216,22,25,45	Pass	57	10,21,216,22,25,45
LOC107965828	133,148,149,152,153,154,157,159,160,166,169,170,171,172,175,176,178,179,180,181,186,187,188,189,190,191,192,193,195,196,199,201,202,77	Pass		133,148,149,152,153,154,157,159,160,166,169,170,171,172,175,176,178,179,180,181,186,187,188,189,190,191,192,193,195,196,199,201,202,77	Pass		133,148,149,152,153,154,157,159,160,166,169,170,171,172,175,176,178,179,180,181,186,187,188,189,190,191,192,193,195,196,199,201,202,77
LOC113218580	342,89,90,97,98	Pass		342,89,90,97,98	Pass	129,252,260,398,429,71	342,89,90,97,98
LOC113219045	15,27,29,5,70	Pass	15	27,29,5,70	Pass	15,20,27,29	5,70
LOC406124	186,188,189,190,191,192,195,196,197,198,201	Pass	14,18,187,189,191,192,193,196,197,198,22,262,27,274,32,33,34,35,36,37,39	186,188,190,195,201	Pass	13,134,14,18,189,191,192,193,196,197,198,199,22,260,262,264,267,268,27,270,272,274,30,32,33,36,37,91	186,188,190,195,201
LOC408298	10,11,17,2,20,4,7,8	Pass	18,20,28,34,35,558,7	10,11,17,2,4,8	Pass	299,335,36,364,558	10,11,17,2,20,4,7,8
LOC408412	101,230,234,237,239,244,246,249,250,253,255,257,258,262,263,264,267,270	Pass	1	101,230,234,237,239,244,246,249,250,253,255,257,258,262,263,264,267,270	Pass	1,101,11,158,261,267,3	230,234,237,239,244,246,249,250,253,255,257,258,262,263,264,270
LOC408494	218,24,251,325,328,556,735	Pass		218,24,251,325,328,556,735	Pass	272,368,523,553,875	218,24,251,325,328,556,735
LOC408497	136,151,168,180	Pass	104,923	136,151,168,180	Pass	104	136,151,168,180
LOC408551	109,370,729,780	Pass	1156,1161,1167,1175,415,962	109,370,729,780	Pass	1009,1026,1029,1033,1045,1137,1150,1151,1156,1158,1161,1162,1163,1167,1175,1181,1184,1187,1188,1192,1197,1200,1202,152,156,227,271,357,415,42,429,432,452,454,502,512,515,562,573,58,625,642,643,682,693,726,758,771,780,800,802,803,804,805,806,811,812,815,816,872,890,892,921,926,977,996	109,370,729
LOC408552	1122,1173,123,140,1429,21,22,23,861	Pass	125,1394,22,372,397	1122,1173,123,140,1429,21,23,861	Pass	10,1037,11,111,1110,1195,123,125,129,1292,1313,1326,1394,1397,1400,1420,1426,1461,1556,17,2,22,23,293,337,370,372,5,659,660,69,730,735,737,748,752,787,813,822,844,868,9,929	1122,1173,140,1429,21,861
LOC408618	578,582,584,586,595,596,599,600,601,605,608,610,611,613,618,622,625	Pass		578,582,584,586,595,596,599,600,601,605,608,610,611,613,618,622,625	Pass	155,2	578,582,584,586,595,596,599,600,601,605,608,610,611,613,618,622,625
LOC408656	14,178,29,308,315,321,449,737,738,741,744,745,747,751,752,884	Pass		14,178,29,308,315,321,449,737,738,741,744,745,747,751,752,884	Pass	1,267,625	14,178,29,308,315,321,449,737,738,741,744,745,747,751,752,884
LOC408675	100,105,12,14,15,17,19,22,226,23,24,63,8	Pass	59	100,105,12,14,15,17,19,22,226,23,24,63,8	Pass	124,145,169,177,185,35,39,49,63	100,105,12,14,15,17,19,22,226,23,24,8
LOC408693	1,10,11,14,15,4,6,7,8	Pass	1,14,4	10,11,15,6,7,8	Pass	1,11,15,4,6,625,7,8	10,14
LOC408717	12,128,13,14,15,16,17,19,23,24,25,30,4,49,8	Pass		12,128,13,14,15,16,17,19,23,24,25,30,4,49,8	Pass		12,128,13,14,15,16,17,19,23,24,25,30,4,49,8
LOC408721	100,101,102,103,104,105,106,107,108,109,111,112,114,115,118,119,120,121,68,70,71,73,74,75,76,78,79,81,82,84,85,86,90,94,96,97	Pass		100,101,102,103,104,105,106,107,108,109,111,112,114,115,118,119,120,121,68,70,71,73,74,75,76,78,79,81,82,84,85,86,90,94,96,97	Pass	182	100,101,102,103,104,105,106,107,108,109,111,112,114,115,118,119,120,121,68,70,71,73,74,75,76,78,79,81,82,84,85,86,90,94,96,97
LOC408762	364,373,463	Pass		364,373,463	Pass	214,40,463,471,493	364,373
LOC408766	205,206,208,209,210,212,213,218,219,220,222,226,227,229,230,232	Pass	219,232	205,206,208,209,210,212,213,218,220,222,226,227,229,230	Pass	13,72	205,206,208,209,210,212,213,218,219,220,222,226,227,229,230,232
LOC408862	1,10,117,419,420,421,422,424,425,427,429,430,432,435,436,437,438,440,441,445,446,450,8	Pass	2,419,421,5,6	1,10,117,420,422,424,425,427,429,430,432,435,436,437,438,440,441,445,446,450,8	Pass	1,2,260,270,3,4,5,6,9	10,117,419,420,421,422,424,425,427,429,430,432,435,436,437,438,440,441,445,446,450,8
LOC408863	127,144,145,147,148,150,151,152,26	Pass		127,144,145,147,148,150,151,152,26	Pass	119,152,2	127,144,145,147,148,150,151,26
LOC408869	389,390,391,392,393	Pass	389,390,392,4,5,6	391,393	Pass	109,3,389,391,393,4,5,6,8	390,392
LOC408874	156,200,21,23,24,25,26,27,33,36,38,39,40,42,45,46,485,496,54,56,561,61	Pass	10,1043,1044,16,6	156,200,21,23,24,25,26,27,33,36,38,39,40,42,45,46,485,496,54,56,561,61	Pass	10,1042,1043,1044,14,282,544,591,6,809	156,200,21,23,24,25,26,27,33,36,38,39,40,42,45,46,485,496,54,56,561,61
LOC408877	11,13,16,2,3,9	Pass	13,16	11,2,3,9	Pass	259,364,87,9,91	11,13,16,2,3
LOC408889	10,14,149,19,193,20,213,220,23,25,29,317,4,477,547,548,582,584,593,598,6,616,643,7,717,8,801,9	Pass	237,320	10,14,149,19,193,20,213,220,23,25,29,317,4,477,547,548,582,584,593,598,6,616,643,7,717,8,801,9	Pass	237,395,638	10,14,149,19,193,20,213,220,23,25,29,317,4,477,547,548,582,584,593,598,6,616,643,7,717,8,801,9
LOC408890	127,131,132,14,2,33,4,7,8	Pass	1,132,149	127,131,14,2,33,4,7,8	Pass	1,11,126,149,5,635,636,637	127,131,132,14,2,33,4,7,8
LOC408910	533,534,535,540,541,542,543,544,547,549,550,551,556,558,559,560,562	Pass	101,163,539,544,551,553,554,560	533,534,535,540,541,542,543,547,549,550,556,558,559,562	Pass	101,16,545	533,534,535,540,541,542,543,544,547,549,550,551,556,558,559,560,562
LOC408916	468,470,471,472,473,474,476,480,482,483,484,487	Pass		468,470,471,472,473,474,476,480,482,483,484,487	Pass	1,258,61	468,470,471,472,473,474,476,480,482,483,484,487
LOC408958	220,221,225,226,388,390,392	Pass	192,219,222,235,3,415	220,221,225,226,388,390,392	Pass	219,230,231,235,236,245,411,413	220,221,225,226,388,390,392
LOC409034	1,1394,1731,1914,1967,1974,2,3,4,6,600,796,797,798,823,852,853,874,877,913,992,994	Pass		1,1394,1731,1914,1967,1974,2,3,4,6,600,796,797,798,823,852,853,874,877,913,992,994	Pass	1169,1340,137,1696,1706,1915,1968,213,366,500,508,515,541,554,992	1,1394,1731,1914,1967,1974,2,3,4,6,600,796,797,798,823,852,853,874,877,913,994
LOC409039	1026,1056,1220,1245,1446,1526,1528,863	Pass	1007,1041,1408,1561,1562	1026,1056,1220,1245,1446,1526,1528,863	Pass	1007,1041,1045,1244,1394,1404,1408,1409,1468,1470,1477,1545,1561,1562	1026,1056,1220,1245,1446,1526,1528,863
LOC409059	332,334,335,339,341,342,343,345,351,356,363,364,366,368	Pass	101,332,334,339	335,341,342,343,345,351,356,363,364,366,368	Pass	334	332,335,339,341,342,343,345,351,356,363,364,366,368
LOC409077	116,145,174,252,255,259,458,486,534,536,65,679,698,925,935,940	Pass		116,145,174,252,255,259,458,486,534,536,65,679,698,925,935,940	Pass	123,255,413,489,534,550	116,145,174,252,259,458,486,536,65,679,698,925,935,940
LOC409119	253,257,258,261,262,263,264,265,266,267,271,272,273	Pass	253,257,262,263,266,271	258,261,264,265,267,272,273	Pass	261	253,257,258,262,263,264,265,266,267,271,272,273
LOC409125	145,223,340,619,850,977,978,980	Pass		145,223,340,619,850,977,978,980	Pass		145,223,340,619,850,977,978,980
LOC409184	1,10,101,102,103,105,107,109,11,112,114,120,121,122,126,129,13,131,132,133,135,137,138,140,142,144,145,147,148,15,151,152,153,155,156,157,159,160,161,162,163,164,165,166,167,168,169,17,170,171,172,173,174,177,179,181,184,185,186,187,188,189,191,192,193,194,196,197,2,200,201,208,21,210,211,215,217,218,219,22,221,222,227,228,23,232,233,234,25,26,27,28,3,30,307,31,315,32,33,34,35,4,40,41,42,455,46,48,50,52,54,56,57,63,64,647,68,69,71,75,77,78,8,80,82,83,84,86,87,88,89,9,92,93,96,99	Pass		1,10,101,102,103,105,107,109,11,112,114,120,121,122,126,129,13,131,132,133,135,137,138,140,142,144,145,147,148,15,151,152,153,155,156,157,159,160,161,162,163,164,165,166,167,168,169,17,170,171,172,173,174,177,179,181,184,185,186,187,188,189,191,192,193,194,196,197,2,200,201,208,21,210,211,215,217,218,219,22,221,222,227,228,23,232,233,234,25,26,27,28,3,30,307,31,315,32,33,34,35,4,40,41,42,455,46,48,50,52,54,56,57,63,64,647,68,69,71,75,77,78,8,80,82,83,84,86,87,88,89,9,92,93,96,99	Pass	140,191,440,541,599,621,99	1,10,101,102,103,105,107,109,11,112,114,120,121,122,126,129,13,131,132,133,135,137,138,142,144,145,147,148,15,151,152,153,155,156,157,159,160,161,162,163,164,165,166,167,168,169,17,170,171,172,173,174,177,179,181,184,185,186,187,188,189,192,193,194,196,197,2,200,201,208,21,210,211,215,217,218,219,22,221,222,227,228,23,232,233,234,25,26,27,28,3,30,307,31,315,32,33,34,35,4,40,41,42,455,46,48,50,52,54,56,57,63,64,647,68,69,71,75,77,78,8,80,82,83,84,86,87,88,89,9,92,93,96
LOC409186	389,492,494,495,718,719,722,724,729,730	Pass	495,730,733	389,492,494,718,719,722,724,729	Pass	302,722,731	389,492,494,495,718,719,724,729,730
LOC409203	201,203,205,207,209,214,23,243,87	Pass		201,203,205,207,209,214,23,243,87	Pass	234,351,355,63	201,203,205,207,209,214,23,243,87
LOC409235	1,10,11,12,13,15,16,17,19,2,21,24,319,321,324,327,328,330,331,333,335,347,348,351,352,4,5,7,8	Pass		1,10,11,12,13,15,16,17,19,2,21,24,319,321,324,327,328,330,331,333,335,347,348,351,352,4,5,7,8	Pass	208,259,347,43	1,10,11,12,13,15,16,17,19,2,21,24,319,321,324,327,328,330,331,333,335,348,351,352,4,5,7,8
LOC409267	812,814,815,822,824,828,831,832,833,835,836,839	Pass		812,814,815,822,824,828,831,832,833,835,836,839	Pass	510,513,600,831	812,814,815,822,824,828,832,833,835,836,839
LOC409331	115,118,120,121,220,370,38,59,84	Pass		115,118,120,121,220,370,38,59,84	Pass		115,118,120,121,220,370,38,59,84
LOC409357	414,416,417,418,419,420,423,424,426	Pass	423,428,429,5,6,7,9	414,416,417,418,419,420,424,426	Pass	419,428,429,431	414,416,417,418,420,423,424,426
LOC409390	109,194,198,199,200,202,204,208,21,210,212,213,215,216,217,219,220,221,222,225,226,230	Pass		109,194,198,199,200,202,204,208,21,210,212,213,215,216,217,219,220,221,222,225,226,230	Pass	164,176,49,74,76,81	109,194,198,199,200,202,204,208,21,210,212,213,215,216,217,219,220,221,222,225,226,230
LOC409417	11,18,32,33,34,347,348,35,367,387,39,42,44,47,49,51,52,53,56,57,59,60,610,64,65,68,69,73,75,76,77	Pass	393,560	11,18,32,33,34,347,348,35,367,387,39,42,44,47,49,51,52,53,56,57,59,60,610,64,65,68,69,73,75,76,77	Pass	113,393,560	11,18,32,33,34,347,348,35,367,387,39,42,44,47,49,51,52,53,56,57,59,60,610,64,65,68,69,73,75,76,77
LOC409422	1069,1075,291,691	Pass		1069,1075,291,691	Pass	441	1069,1075,291,691
LOC409442	19,215,217,221,222,224,225,227,230,233,234,235,237,240,242,248,249,250,251,252,254,257,258,259,262,82,91	Pass		19,215,217,221,222,224,225,227,230,233,234,235,237,240,242,248,249,250,251,252,254,257,258,259,262,82,91	Pass		19,215,217,221,222,224,225,227,230,233,234,235,237,240,242,248,249,250,251,252,254,257,258,259,262,82,91
LOC409460	206,467,6	Pass		206,467,6	Pass	207	206,467,6
LOC409486	291,292,295,298,299,300,303,304,305,308	Pass	294,297,303,305,309	291,292,295,298,299,300,304,308	Pass	150,291,294,297,299,303,305,43,47,55	292,295,298,300,304,308
LOC409511	11,15,17,3,4,5,6,7	Pass		11,15,17,3,4,5,6,7	Pass	149,209	11,15,17,3,4,5,6,7
LOC409525	221,249,250,251,253,257,259,261,266,273,274,275,278,282	Pass	9	221,249,250,251,253,257,259,261,266,273,274,275,278,282	Pass		221,249,250,251,253,257,259,261,266,273,274,275,278,282
LOC409564	1,114,18,182,189,19,2,20,21,307,308,32,346,357,4,519,731,8,855,938	Pass		1,114,18,182,189,19,2,20,21,307,308,32,346,357,4,519,731,8,855,938	Pass	209	1,114,18,182,189,19,2,20,21,307,308,32,346,357,4,519,731,8,855,938
LOC409565	71,72,74,75	Pass	493,71	72,74,75	Pass	141,304,390,471,71	72,74,75
LOC409609	1,246,4,6,7,8	Pass	308,8	1,246,4,6,7	Pass	160,179,305,307,309,310	1,246,4,6,7,8
LOC409616	1030,1095,1136,1154,1203,421,422,425,427,434,436,439,446,456,461,522,620,735,742	Pass	1274,1279	1030,1095,1136,1154,1203,421,422,425,427,434,436,439,446,456,461,522,620,735,742	Pass	1274,1278,1279,302,460,465,69,729	1030,1095,1136,1154,1203,421,422,425,427,434,436,439,446,456,461,522,620,735,742
LOC409643	11,14,17,19,20,22,23,24,25,26,28,32,33,34,35,37,43,45,47,48,5,50,53,54,59,61,62,64,65,67,68,7,70,71,72,74,75,76,78,8,81	Pass		11,14,17,19,20,22,23,24,25,26,28,32,33,34,35,37,43,45,47,48,5,50,53,54,59,61,62,64,65,67,68,7,70,71,72,74,75,76,78,8,81	Pass	120,54	11,14,17,19,20,22,23,24,25,26,28,32,33,34,35,37,43,45,47,48,5,50,53,59,61,62,64,65,67,68,7,70,71,72,74,75,76,78,8,81
