Gene	lnL_Null	lnL_Alt	LRT
LOC100578112	-6994.875369	-6994.875369	0
LOC100578146	-9504.512819	-9504.512811	1.6e-05
LOC100578201	-22512.404275	-22510.027190	4.75417
LOC100578248	-9617.702138	-9617.702138	0
LOC100578269	-5922.102263	-5922.102263	0
LOC100578298	-7368.542731	-7368.223975	0.637512
LOC100578321	-9544.904467	-9544.904467	0
LOC100578417	-8648.593557	-8648.398493	0.390128
LOC100578423	-4554.257811	-4548.955478	10.6047
LOC100578439	-11345.102086	-11345.102086	0
LOC100578442	-2970.587580	-2970.587580	0
LOC100578443	-6876.336251	-6876.336251	0
LOC100578478	-2882.392775	-2882.392775	0
LOC100578498	-14767.575428	-14767.406105	0.338646
LOC100578513	-10477.392380	-10477.392380	0
LOC100578519	-15362.332472	-15361.379525	1.90589
LOC100578530	-3738.706950	-3738.706950	0
LOC100578579	-350.526018	-350.526018	0
LOC100578597	-21532.265985	-21528.503286	7.5254
LOC100578602	-12898.412320	-12898.316364	0.191912
LOC100578641	-3363.641010	-3363.641010	0
LOC100578653	-10112.531893	-10112.432463	0.19886
LOC100578660	-3494.402518	-3494.402518	0
LOC100578704	-6266.745178	-6265.291038	2.90828
LOC100578715	-2193.249612	-2193.249612	0
LOC100578721	-5233.273435	-5233.273435	0
LOC100578726	-8717.181359	-8717.181359	0
LOC100578730	-2859.589258	-2859.589258	0
LOC100578732	-1774.681408	-1774.681408	0
LOC100578810	-5410.761328	-5404.048360	13.4259
LOC100578824	-4631.980282	-4631.980282	0
LOC100578864	-5214.554825	-5214.554825	0
LOC100578879	-10522.399262	-10522.399262	0
LOC100578924	-4906.112133	-4906.112133	0
LOC100578927	-3440.322217	-3423.286370	34.0717
LOC100578955	-18721.387414	-18719.991836	2.79116
LOC100579007	-8775.644917	-8775.644917	0
LOC100579008	-3270.316278	-3266.070787	8.49098
LOC102653588	-6579.249403	-6579.249403	0
LOC102653784	-3175.293701	-3175.293701	0
LOC102653862	-3992.809287	-3989.727164	6.16425
LOC102653875	-8591.390287	-8591.179829	0.420916
LOC102653965	-6207.780393	-6207.617295	0.326196
LOC102654159	-3814.182276	-3813.534951	1.29465
LOC102654188	-15375.434065	-15375.434065	0
LOC102654448			0
LOC102654490	-13726.550204	-13726.550204	0
LOC102654510	-12831.925843	-12831.925843	0
LOC102654534	-4149.908635	-4149.908635	0
LOC102654777	-7721.769795	-7721.769795	0
LOC102654839	-5017.509419	-5017.509419	0
LOC102654895	-10585.601095	-10583.301181	4.59983
LOC102654959	-12556.381701	-12541.076238	30.6109
LOC102655030	-1874.670647	-1874.670647	0
LOC102655034	-2680.680624	-2680.680624	0
LOC102655240	-2422.587412	-2422.587412	0
LOC102655436	-45382.532264	-45381.221920	2.62069
LOC102655485	-1371.684324	-1371.684324	0
LOC102655540	-1383.730844	-1383.730844	0
LOC102655689	-6292.764435	-6292.764435	0
LOC102655778	-9148.138011	-9148.138011	0
LOC102655922	-3149.518090	-3149.518090	0
LOC102655945	-3906.644092	-3906.644092	0
LOC102655995	-4523.060230	-4523.060230	0
LOC102656093	-8099.636578	-8099.636578	0
LOC102656170	-4019.451008	-4019.451008	0
LOC102656425	-2487.132565	-2487.132565	0
LOC102656433	-5542.045714	-5542.045714	0
LOC102656485	-1979.839002	-1979.499953	0.678098
LOC102656505	-2180.228530	-2179.904501	0.648058
LOC102656594	-3880.507638	-3880.507638	0
LOC102656620	-13198.793034	-13196.967991	3.65009
LOC102656685	-2100.042568	-2100.042568	0
LOC102656846	-5156.979332	-5156.979332	0
LOC102656890	-1911.918360	-1911.918360	0
LOC107963983	-12067.836237	-12067.836237	0
LOC107963991	-9918.593800	-9918.593800	0
LOC107964020	-4935.020509	-4935.020509	0
LOC107964083	-10842.370709	-10841.566242	1.60893
LOC107964206	-2317.052777	-2317.052777	0
LOC107964349	-7252.741660	-7252.741660	0
LOC107964404	-1911.944898	-1911.944898	0
LOC107964422	-3060.465637	-3058.522179	3.88692
LOC107964473	-6687.920650	-6687.920650	0
LOC107964635	-6187.993470	-6187.272780	1.44138
LOC107964828	-2940.291711	-2940.114849	0.353724
LOC107964839	-24284.067522	-24284.067522	0
LOC107964891	-2525.668864	-2525.668864	0
LOC107964896	-17471.398613	-17471.248298	0.30063
LOC107965070	-4786.754358	-4786.638280	0.232156
LOC107965335	-3938.745794	-3938.745794	0
LOC107965486	-5837.207738	-5836.423225	1.56903
LOC113218723			0
LOC113218965	-5775.365538	-5775.365538	0
LOC113219058	-2797.957383	-2797.957383	0
LOC113219119	-1094.326302	-1094.326302	0
LOC113219232	-5549.889500	-5549.889500	0
LOC113219244	-5287.466321	-5286.898673	1.1353
LOC113219272	-4886.626366	-4886.626366	0
LOC113219309	-12612.209822	-12612.124079	0.171486
LOC113219314	-6998.838441	-6998.838441	0
LOC113219328	-2240.427329	-2239.348828	2.157
LOC113219401	-2802.655111	-2802.655111	0
LOC113219418	-1419.992545	-1419.992545	0
LOC113219424	-10980.314883	-10980.314883	0
LOC408275	-6295.211028	-6295.211007	4.2e-05
LOC408276	-6194.491978	-6194.491978	0
LOC408301	-1991.050278	-1991.050278	0
LOC408304	-1614.662240	-1614.662240	0
LOC408316	-28373.348232	-28373.348232	0
LOC408335	-22772.591615	-22772.591615	0
LOC408346	-2904.901908	-2904.404252	0.995312
LOC408351	-17873.499733	-17872.273319	2.45283
LOC408367	-6255.279774	-6255.279756	3.6e-05
LOC408386	-3520.150990	-3520.150990	0
LOC408387	-1059.460329	-1059.460329	0
LOC408401	-13703.290383	-13703.072042	0.436682
LOC408415	-1332.189544	-1332.189544	0
LOC408417	-1858.652828	-1858.652828	0
LOC408424	-2625.606990	-2625.606990	0
LOC408439	-9438.590043	-9438.590043	0
LOC408446	-11312.461705	-11311.938280	1.04685
LOC408448	-8309.367585	-8309.367585	0
LOC408457	-1787.955844	-1787.955844	0
LOC408463	-5201.272236	-5201.272236	0
LOC408481	-2356.747301	-2356.747292	1.8e-05
LOC408497	-16086.936531	-16086.209426	1.45421
LOC408510	-1944.282249	-1944.282249	0
LOC408512	-12023.814620	-12023.814620	0
LOC408527	-2915.105868	-2914.889127	0.433482
LOC408528	-10086.609499	-10086.585864	0.04727
LOC408538	-4524.781188	-4518.658641	12.2451
LOC408542	-7836.942264	-7836.942264	0
LOC408544	-3426.371568	-3421.614639	9.51386
LOC408546	-14910.221783	-14909.731157	0.981252
LOC408552	-31659.912011	-31657.801564	4.22089
LOC408556	-10214.355445	-10214.355445	0
LOC408561	-8367.076975	-8363.809902	6.53415
LOC408563	-13094.084491	-13094.084491	0
LOC408564	-9274.168165	-9273.809402	0.717526
LOC408567	-4542.215241	-4542.215241	0
LOC408576	-3286.521525	-3286.521525	0
LOC408579	-10170.942868	-10170.211573	1.46259
LOC408596	-4954.076486	-4954.076486	0
LOC408618	-15832.217550	-15832.217550	0
LOC408634	-7562.788947	-7562.788947	0
LOC408642	-4863.304066	-4863.266429	0.075274
LOC408653	-11211.091660	-11210.988557	0.206206
LOC408662	-10713.764251	-10713.764251	0
LOC408694	-7590.023811	-7590.023811	0
LOC408695	-6456.788784	-6456.786824	0.00392
LOC408697	-14061.811404	-14056.259180	11.1044
LOC408722	-3547.256152	-3547.256152	0
LOC408751	-2143.452725	-2143.452725	0
LOC408752	-14553.498973	-14553.498973	0
LOC408754	-3968.378710	-3968.378710	0
LOC408755	-2792.087909	-2791.050470	2.07488
LOC408759	-2601.495562	-2601.495562	0
LOC408775	-3225.554849	-3225.554849	0
LOC408799	-1411.974177	-1411.974177	0
LOC408821	-20665.019435	-20661.600298	6.83827
LOC408836	-7955.036343	-7955.036335	1.6e-05
LOC408877	-4852.963077	-4852.684593	0.556968
LOC408890	-7457.582920	-7457.582920	0
LOC408901	-4117.611954	-4117.611954	0
LOC408922	-9164.608412	-9164.509823	0.197178
LOC408945	-6126.355513	-6126.355513	0
LOC408951	-2466.570078	-2466.570078	0
LOC408958	-4675.274898	-4675.274898	0
LOC408965	-9201.316363	-9201.316363	0
LOC408966	-2740.868202	-2740.868202	0
LOC408982	-2171.857281	-2171.857281	0
LOC409007	-1549.095782	-1549.095772	2e-05
LOC409010	-8678.666501	-8678.251459	0.830084
LOC409016	-1490.678244	-1490.678244	0
LOC409017	-10129.087147	-10129.087147	0
LOC409024	-3635.435561	-3635.435561	0
LOC409075	-8045.667194	-8045.530763	0.272862
LOC409078	-4581.638073	-4581.638073	0
LOC409085	-5140.485900	-5140.485900	0
LOC409087	-3951.443281	-3951.443281	0
LOC409093	-8718.236941	-8718.236941	0
LOC409096	-6844.489845	-6844.489845	0
LOC409109	-14254.385603	-14253.226695	2.31782
LOC409111	-5928.207306	-5928.207304	4e-06
LOC409117	-9295.792865	-9295.163290	1.25915
LOC409154	-6351.057673	-6351.057673	0
LOC409191	-8198.296003	-8197.568535	1.45494
LOC409199	-7116.199830	-7116.199830	0
LOC409202	-2041.170962	-2041.170962	0
LOC409217	-5276.849805	-5276.849805	0
LOC409218	-7078.931332	-7077.588199	2.68627
LOC409255	-11913.931285	-11913.931285	0
LOC409262	-4549.975674	-4549.975674	0
LOC409264	-4260.352009	-4260.352009	0
LOC409279	-6864.470559	-6864.470556	6e-06
LOC409288	-4281.416121	-4281.416121	0
LOC409293	-5257.637970	-5255.638832	3.99828
LOC409299	-5272.530759	-5272.530759	0
LOC409314	-6057.675649	-6055.351074	4.64915
LOC409315	-4371.501463	-4371.501463	0
LOC409340	-4475.894586	-4475.894585	2e-06
LOC409346	-17009.093461	-17009.093461	0
LOC409351	-7550.739152	-7550.739152	0
LOC409355	-3599.411555	-3599.411555	0
LOC409363	-4665.700842	-4665.507112	0.38746
LOC409364	-7043.783614	-7043.783614	0
LOC409379	-3777.336007	-3777.336007	0
LOC409389	-3189.158991	-3188.671874	0.974234
LOC409408	-11092.250713	-11092.026570	0.448286
LOC409414	-11197.936180	-11197.454625	0.96311
LOC409417	-11129.992387	-11129.992387	0
LOC409424	-6600.451953	-6600.451953	0
LOC409444	-5524.811688	-5524.811688	0
LOC409450	-3061.679977	-3061.679977	0
LOC409459	-13354.467021	-13354.002170	0.929702
LOC409462	-3997.202285	-3997.202285	0
LOC409514	-741.965240	-741.914841	0.100798
LOC409531	-2889.649053	-2889.649053	0
LOC409544	-4835.563815	-4835.563815	0
LOC409548	-6173.603577	-6173.603577	0
LOC409552	-1795.028818	-1795.028818	0
LOC409565	-7330.566979	-7330.566979	0
LOC409566	-3101.446323	-3101.446323	0
LOC409584	-7031.202112	-7031.202105	1.4e-05
LOC409590	-3337.233323	-3337.233323	0
LOC409609	-4779.302261	-4779.302261	0
LOC409645	-1590.237248	-1590.237248	0
LOC409647	-7707.121014	-7707.121014	0
LOC409665	-8323.117626	-8323.117626	0
LOC409668	-4750.785018	-4750.785018	0
LOC409690	-5844.196276	-5841.949259	4.49403
LOC409693	-3916.666490	-3915.276646	2.77969
LOC409699	-3502.132365	-3502.131588	0.001554
LOC409734	-6738.450462	-6726.222972	24.455
LOC409739	-6648.182941	-6647.712349	0.941184
LOC409743	-17553.025106	-17553.025106	0
LOC409757	-8863.961673	-8863.961673	0
LOC409766	-5059.893992	-5059.706423	0.375138
LOC409773	-5061.717380	-5061.717380	0
LOC409790	-2715.300747	-2715.300747	0
LOC409804	-3215.798739	-3215.798739	0
LOC409809	-6793.710028	-6793.710028	0
LOC409841	-4529.043078	-4529.043078	0
LOC409876	-5662.558788	-5662.558788	0
LOC409877	-3632.606763	-3632.387365	0.438796
LOC409880	-5431.299091	-5430.888301	0.82158
LOC409884	-7429.383494	-7429.380712	0.005564
LOC409886	-2512.650041	-2512.650041	0
LOC409922	-5121.740085	-5113.009211	17.4617
LOC409927	-10546.311206	-10546.311196	2e-05
LOC409932	-5309.735261	-5309.735261	0
LOC409951	-2430.534631	-2429.997780	1.0737
LOC409959	-2776.580079	-2776.580079	0
LOC409965	-13591.646190	-13591.646190	0
LOC409990	-11561.720707	-11561.720707	0
LOC409994	-2609.474728	-2609.474728	0
LOC410023	-4005.667380	-4005.667380	0
LOC410054	-6746.532939	-6746.532939	0
LOC410056	-7854.319115	-7853.958196	0.721838
LOC410071	-4766.519060	-4766.519060	0
LOC410073	-6779.307112	-6779.307112	0
LOC410079	-1219.266391	-1219.266391	0
LOC410116	-8705.222050	-8705.222050	0
LOC410136	-18352.183675	-18352.183660	3e-05
LOC410151	-5470.968247	-5470.968247	0
LOC410158	-5649.845070	-5649.413477	0.863186
LOC410166	-3577.543049	-3577.543049	0
LOC410171	-35508.129366	-35508.129366	0
LOC410175	-6023.583593	-6023.583593	0
LOC410211	-2543.584529	-2543.584529	0
LOC410222	-3442.949576	-3442.949576	0
LOC410226	-3991.669050	-3991.669050	0
LOC410229	-14296.113909	-14296.113909	0
LOC410239	-12786.586193	-12786.586193	0
LOC410254	-6743.338890	-6740.665614	5.34655
LOC410255	-6767.880243	-6767.880242	2e-06
LOC410264	-5949.741569	-5949.741569	0
LOC410278	-7335.201136	-7335.201136	0
LOC410296	-7594.061509	-7594.061509	0
LOC410297	-2563.398612	-2562.993171	0.810882
LOC410307	-11926.908578	-11925.036823	3.74351
LOC410325	-12147.561437	-12147.561437	0
LOC410328	-7268.598406	-7268.598405	2e-06
LOC410330	-5114.333317	-5113.862801	0.941032
LOC410332	-11258.768824	-11258.768824	0
LOC410336	-10057.241545	-10057.241545	0
LOC410341	-3949.226370	-3949.226370	0
LOC410343	-4103.307161	-4103.307161	0
LOC410345	-11330.310495	-11330.086630	0.44773
LOC410347	-3721.915581	-3721.552589	0.725984
LOC410349	-789.652614	-789.652614	0
LOC410352	-18030.973996	-18018.849937	24.2481
LOC410355	-4605.393182	-4605.393182	0
LOC410373	-3930.276505	-3930.276199	0.000612
LOC410375	-6764.845143	-6764.845143	0
LOC410381	-4768.630823	-4768.630823	0
LOC410423	-16705.033727	-16704.722642	0.62217
LOC410441	-4087.822100	-4087.822100	0
LOC410463	-7215.528081	-7213.146362	4.76344
LOC410480	-14731.210074	-14731.210074	0
LOC410483	-2346.520014	-2346.520014	0
LOC410486	-3071.108326	-3071.108326	0
LOC410546	-8360.026296	-8360.026296	0
LOC410556	-5720.967310	-5720.514427	0.905766
LOC410581	-5019.871271	-5019.871271	0
LOC410591	-2826.838689	-2826.838689	0
LOC410635	-4245.426709	-4245.426709	0
LOC410649	-5192.346877	-5192.346877	0
LOC410659	-8452.722984	-8452.722984	0
LOC410686	-7589.728878	-7589.728877	2e-06
LOC410717	-9496.031770	-9496.031770	0
LOC410766	-9370.021052	-9370.021052	0
LOC410769	-14364.878562	-14364.878562	0
LOC410776	-2431.161113	-2427.078050	8.16613
LOC410777	-23421.249227	-23419.066177	4.3661
LOC410788	-14646.392279	-14646.382710	0.019138
LOC410844	-3085.496116	-3085.496116	0
LOC410848	-10236.709703	-10236.709703	0
LOC410855	-4409.519276	-4409.519275	2e-06
LOC410867	-18189.622330	-18187.993209	3.25824
LOC410874	-18029.413164	-18028.254050	2.31823
LOC410916	-3773.688937	-3773.688937	0
LOC410925	-9215.772372	-9200.674961	30.1948
LOC410948	-7942.787041	-7942.787041	0
LOC410950	-12486.467564	-12486.467564	0
LOC410956	-2114.137677	-2106.163318	15.9487
LOC410960	-13580.658323	-13579.356690	2.60327
LOC410990	-11325.913157	-11325.844276	0.137762
LOC410992	-2136.783695	-2136.783695	0
LOC411030	-5795.449046	-5795.137670	0.622752
LOC411053	-74510.264100	-74506.551709	7.42478
LOC411071	-4865.179723	-4865.179723	0
LOC411079	-6899.516807	-6899.516807	0
LOC411099	-626.410634	-626.410634	0
LOC411113	-13726.550204	-13726.550204	0
LOC411125	-6981.193280	-6981.193280	0
LOC411155	-30749.847071	-30749.760185	0.173772
LOC411181	-8824.502338	-8824.502338	0
LOC411185	-6518.646848	-6518.584565	0.124566
LOC411206	-3949.149673	-3949.149673	0
LOC411220	-5741.563728	-5741.563728	0
LOC411280	-4383.888864	-4383.888864	0
LOC411299	-6604.509907	-6604.509907	0
LOC411348	-18799.782430	-18799.376936	0.810988
LOC411385	-4915.737804	-4915.737804	0
LOC411452	-6040.530753	-6040.530753	0
LOC411467	-11184.039409	-11183.287538	1.50374
LOC411476	-6010.072496	-6010.072496	0
LOC411477	-4221.591403	-4214.874629	13.4335
LOC411488	-18722.086183	-18721.833107	0.506152
LOC411505	-7689.187778	-7688.042771	2.29001
LOC411508	-3831.674303	-3831.674303	0
LOC411520	-3476.722627	-3476.703655	0.037944
LOC411533	-5999.847375	-5999.847375	0
LOC411542	-5660.562901	-5660.562901	0
LOC411589	-13383.087288	-13383.087288	0
LOC411609	-3813.378944	-3813.378944	0
LOC411617			0
LOC411618	-2713.896492	-2712.784517	2.22395
LOC411637	-6785.719655	-6785.690893	0.057524
LOC411649	-8323.677653	-8323.677653	0
LOC411683	-3472.295546	-3472.295546	0
LOC411704	-3552.535639	-3552.535639	0
LOC411715	-10123.532971	-10123.531849	0.002244
LOC411739	-1964.614876	-1964.614876	0
LOC411753	-9911.749357	-9911.749357	0
LOC411806	-20896.157520	-20896.157520	0
LOC411807	-7945.511891	-7945.511891	0
LOC411820	-4963.844104	-4963.844104	0
LOC411828	-5017.712087	-5017.712087	0
LOC411850	-10598.597288	-10598.597288	0
LOC411852	-3013.461461	-3013.438451	0.04602
LOC411861	-4351.366997	-4351.366997	0
LOC411863	-4830.073449	-4830.056462	0.033974
LOC411865	-11275.013020	-11275.013020	0
LOC411879	-3264.075280	-3264.075280	0
LOC411882	-3717.402656	-3716.188290	2.42873
LOC411890	-3480.793354	-3480.793354	0
LOC411903	-12474.217913	-12474.217913	0
LOC411905	-11022.778231	-11022.743478	0.069506
LOC411922	-6255.948077	-6250.403844	11.0885
LOC411937	-5722.567389	-5722.567389	0
LOC411947	-4873.796198	-4872.317090	2.95822
LOC411955	-13631.791258	-13631.787577	0.007362
LOC411974	-7449.419263	-7449.419263	0
LOC411983	-4998.701601	-4998.685615	0.031972
LOC411989	-4293.825909	-4293.825909	0
LOC411995	-7337.469814	-7337.469814	0
LOC412010	-4631.362481	-4631.362481	0
LOC412017	-3214.740060	-3214.740060	0
LOC412035	-21322.536022	-21320.410263	4.25152
LOC412074	-18067.612809	-18067.612809	0
LOC412079	-7210.335735	-7209.718620	1.23423
LOC412092	-21441.765611	-21441.427094	0.677034
LOC412094	-5054.873224	-5054.470728	0.804992
LOC412099	-5492.199886	-5492.199886	0
LOC412103	-19064.657115	-19064.657115	0
LOC412108	-4265.104091	-4264.525785	1.15661
LOC412111	-13700.383581	-13698.115911	4.53534
LOC412116	-3501.561558	-3501.561558	0
LOC412119	-7294.385746	-7294.385746	0
LOC412125	-2119.520230	-2119.520230	0
LOC412128	-4648.996397	-4648.996397	0
LOC412129	-12619.943281	-12619.943261	4e-05
LOC412160	-2185.029810	-2185.029810	0
LOC412176	-20987.654857	-20987.654856	2e-06
LOC412199	-3171.990262	-3171.990262	0
LOC412219	-14859.229602	-14859.229602	0
LOC412227	-9228.782027	-9226.958394	3.64727
LOC412256	-30963.605256	-30963.519748	0.171016
LOC412259	-5196.478235	-5195.964135	1.0282
LOC412267	-4777.279020	-4772.581259	9.39552
LOC412274	-22673.774803	-22673.774803	0
LOC412286	-6887.574444	-6886.988957	1.17097
LOC412302	-2269.123685	-2269.123685	0
LOC412305	-7187.274736	-7187.274736	0
LOC412308	-4755.994471	-4755.994471	0
LOC412313	-4790.581552	-4790.580893	0.001318
LOC412323	-3825.521590	-3825.521590	0
LOC412328	-1862.031787	-1862.031787	0
LOC412346	-6144.396933	-6144.396933	0
LOC412372	-9357.622231	-9357.622231	0
LOC412379	-18153.768699	-18153.229715	1.07797
LOC412401	-11589.637887	-11588.546250	2.18327
LOC412406	-19385.816068	-19385.816068	0
LOC412407	-3531.105429	-3531.105429	0
LOC412439	-5520.465570	-5520.065626	0.799888
LOC412449	-1074.425764	-1074.425764	0
LOC412452	-2733.478054	-2733.478054	0
LOC412453	-6664.852720	-6664.682866	0.339708
LOC412456	-8275.203701	-8275.203701	0
LOC412464	-21862.427768	-21861.726103	1.40333
LOC412475	-4897.584715	-4897.584715	0
LOC412488	-3653.927099	-3653.927099	0
LOC412505	-9545.228602	-9544.802996	0.851212
LOC412536	-6679.538880	-6676.278974	6.51981
LOC412552	-2480.946511	-2480.946511	0
LOC412589	-7042.935251	-7042.881889	0.106724
LOC412591	-2767.776153	-2767.776153	0
LOC412593	-13095.759289	-13095.616485	0.285608
LOC412601	-3781.782591	-3774.756454	14.0523
LOC412606	-13705.778396	-13705.778396	0
LOC412608	-4712.377464	-4712.377464	0
LOC412611	-7743.218377	-7742.094182	2.24839
LOC412613	-4307.407556	-4307.407556	0
LOC412630	-9513.559139	-9513.559139	0
LOC412636	-4003.291441	-4003.100261	0.38236
LOC412644	-2945.968419	-2945.968419	0
LOC412655	-12992.186860	-12992.186860	0
LOC412707	-5052.710835	-5052.710835	0
LOC412727	-8252.806109	-8252.806109	0
LOC412735	-2719.868749	-2719.868749	0
LOC412739	-17972.838252	-17972.540442	0.59562
LOC412746	-22031.845968	-22030.556529	2.57888
LOC412748	-7188.432156	-7188.432156	0
LOC412764	-6314.822537	-6314.822537	0
LOC412767	-1354.073554	-1345.556494	17.0341
LOC412788	-9657.379909	-9657.379657	0.000504
LOC412795	-14690.992382	-14690.918927	0.14691
LOC412804	-5478.418493	-5478.418493	0
LOC412843	-9063.972196	-9063.972196	0
LOC412855	-21870.928698	-21870.928697	2e-06
LOC412876	-8985.108593	-8985.108593	0
LOC412883	-5737.181586	-5737.168312	0.026548
LOC412897	-6444.713681	-6444.713681	0
LOC412941	-7884.455179	-7883.973732	0.962894
LOC412943	-10434.336082	-10431.470741	5.73068
LOC412955	-6688.740324	-6688.240329	0.99999
LOC412959	-867.086943	-867.086943	0
LOC412975	-6976.230059	-6976.120926	0.218266
LOC412979	-4705.720879	-4705.337085	0.767588
LOC412984	-11083.618740	-11083.618740	0
LOC412986	-8333.823129	-8333.823129	0
LOC413001	-10593.656322	-10593.653663	0.005318
LOC413020	-4700.576969	-4700.576969	0
LOC413052	-19028.800525	-19028.800525	0
LOC413054	-17790.226106	-17789.608690	1.23483
LOC413071	-13249.558715	-13248.965341	1.18675
LOC413147	-4857.350896	-4857.350896	0
LOC413152	-14574.599744	-14574.599744	0
LOC413166	-3937.199687	-3937.199687	0
LOC413186	-1773.489267	-1773.489267	0
LOC413189	-4484.216052	-4484.216052	0
LOC413204	-3802.316343	-3802.316343	0
LOC413255	-3205.806338	-3205.378020	0.856636
LOC413270	-10290.054925	-10290.054925	0
LOC413278	-3867.585712	-3865.797151	3.57712
LOC413279	-3433.102586	-3433.102586	0
LOC413309	-2547.287648	-2546.183685	2.20793
LOC413311	-6079.985236	-6079.985236	0
LOC413336	-7444.813201	-7444.813201	0
LOC413354	-4959.477898	-4959.477898	0
LOC413356	-6089.670754	-6089.670754	0
LOC413357	-10343.235829	-10343.235829	0
LOC413369	-6351.306676	-6351.306676	0
LOC413398	-2350.495287	-2350.495287	0
LOC413408	-8232.248235	-8231.916055	0.66436
LOC413427	-13300.505361	-13281.623064	37.7646
LOC413439	-4140.827940	-4140.050268	1.55534
LOC413440	-16715.150951	-16714.975054	0.351794
LOC413448	-7286.791853	-7286.791853	0
LOC413460	-15385.208859	-15385.208859	0
LOC413464	-5537.440140	-5537.440140	0
LOC413481	-12765.075775	-12765.075775	0
LOC413490	-6453.791100	-6453.774408	0.033384
