GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0006273	lagging strand elongation	5	1	0.03	118	0.03372	0.03372	Biological Process
GO:0048312	intracellular distribution of mitochondr...	5	1	0.03	119	0.03372	0.03372	Biological Process
GO:0015014	heparan sulfate proteoglycan biosyntheti...	5	1	0.03	120	0.03372	0.03372	Biological Process
GO:0007630	jump response	5	1	0.03	121	0.03372	0.03372	Biological Process
GO:0006303	double-strand break repair via nonhomolo...	5	1	0.03	122	0.03372	0.03372	Biological Process
GO:0006047	UDP-N-acetylglucosamine metabolic proces...	5	1	0.03	123	0.03372	0.03372	Biological Process
GO:0097494	regulation of vesicle size	5	1	0.03	124	0.03372	0.03372	Biological Process
GO:0046037	GMP metabolic process	5	1	0.03	125	0.03372	0.03372	Biological Process
GO:2000272	negative regulation of signaling recepto...	5	1	0.03	126	0.03372	0.03372	Biological Process
GO:0048190	wing disc dorsal/ventral pattern formati...	44	2	0.3	128	0.03589	0.03589	Biological Process
GO:0003002	regionalization	368	6	2.51	129	0.03645	0.03645	Biological Process
GO:0060541	respiratory system development	186	4	1.27	130	0.03673	0.03673	Biological Process
GO:0042058	regulation of epidermal growth factor re...	45	2	0.31	131	0.03741	0.03741	Biological Process
GO:0035150	regulation of tube size	45	2	0.31	133	0.03741	0.03741	Biological Process
GO:1901184	regulation of ERBB signaling pathway	45	2	0.31	134	0.03741	0.03741	Biological Process
GO:0071897	DNA biosynthetic process	45	2	0.31	135	0.03741	0.03741	Biological Process
GO:0008587	imaginal disc-derived wing margin morpho...	45	2	0.31	136	0.03741	0.03741	Biological Process
GO:0007552	metamorphosis	371	6	2.54	137	0.03772	0.03772	Biological Process
GO:1903506	regulation of nucleic acid-templated tra...	691	9	4.72	138	0.03871	0.03871	Biological Process
GO:2001141	regulation of RNA biosynthetic process	691	9	4.72	139	0.03871	0.03871	Biological Process
GO:0019985	translesion synthesis	6	1	0.04	143	0.04033	0.04033	Biological Process
GO:0035418	protein localization to synapse	6	1	0.04	144	0.04033	0.04033	Biological Process
GO:0061099	negative regulation of protein tyrosine ...	6	1	0.04	145	0.04033	0.04033	Biological Process
GO:0016335	morphogenesis of larval imaginal disc ep...	6	1	0.04	146	0.04033	0.04033	Biological Process
GO:0006272	leading strand elongation	6	1	0.04	147	0.04033	0.04033	Biological Process
GO:0043113	receptor clustering	6	1	0.04	148	0.04033	0.04033	Biological Process
GO:0009301	snRNA transcription	6	1	0.04	149	0.04033	0.04033	Biological Process
GO:0006346	DNA methylation-dependent heterochromati...	6	1	0.04	150	0.04033	0.04033	Biological Process
GO:0002237	response to molecule of bacterial origin	6	1	0.04	151	0.04033	0.04033	Biological Process
GO:0042246	tissue regeneration	6	1	0.04	153	0.04033	0.04033	Biological Process
GO:0072091	regulation of stem cell proliferation	47	2	0.32	154	0.04050	0.04050	Biological Process
GO:0001894	tissue homeostasis	47	2	0.32	155	0.04050	0.04050	Biological Process
GO:0007450	dorsal/ventral pattern formation, imagin...	48	2	0.33	159	0.04208	0.04208	Biological Process
GO:0007389	pattern specification process	390	6	2.67	160	0.04642	0.04642	Biological Process
GO:1904059	regulation of locomotor rhythm	7	1	0.05	162	0.04689	0.04689	Biological Process
GO:0055093	response to hyperoxia	7	1	0.05	163	0.04689	0.04689	Biological Process
GO:0030206	chondroitin sulfate biosynthetic process	7	1	0.05	164	0.04689	0.04689	Biological Process
GO:0000002	mitochondrial genome maintenance	7	1	0.05	165	0.04689	0.04689	Biological Process
GO:0050732	negative regulation of peptidyl-tyrosine...	7	1	0.05	166	0.04689	0.04689	Biological Process
GO:0002168	instar larval development	51	2	0.35	167	0.04697	0.04697	Biological Process
GO:0009953	dorsal/ventral pattern formation	120	3	0.82	170	0.04773	0.04773	Biological Process
GO:0030534	adult behavior	120	3	0.82	171	0.04773	0.04773	Biological Process
