GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0018027	peptidyl-lysine dimethylation	5	4	0.56	121	0.00072	0.00072	Biological Process
GO:0000462	maturation of SSU-rRNA from tricistronic...	35	11	3.93	130	0.00109	0.00109	Biological Process
GO:0070940	dephosphorylation of RNA polymerase II C...	3	3	0.34	132	0.00141	0.00141	Biological Process
GO:0008611	ether lipid biosynthetic process	3	3	0.34	139	0.00141	0.00141	Biological Process
GO:0036265	RNA (guanine-N7)-methylation	3	3	0.34	140	0.00141	0.00141	Biological Process
GO:0030488	tRNA methylation	13	6	1.46	143	0.00168	0.00168	Biological Process
GO:0018344	protein geranylgeranylation	6	4	0.67	144	0.00197	0.00197	Biological Process
GO:0019985	translesion synthesis	6	4	0.67	146	0.00197	0.00197	Biological Process
GO:0010452	histone H3-K36 methylation	7	4	0.79	156	0.00418	0.00418	Biological Process
GO:0030206	chondroitin sulfate biosynthetic process	7	4	0.79	157	0.00418	0.00418	Biological Process
GO:0018023	peptidyl-lysine trimethylation	7	4	0.79	158	0.00418	0.00418	Biological Process
GO:0006536	glutamate metabolic process	11	5	1.24	160	0.00456	0.00456	Biological Process
GO:0006298	mismatch repair	11	5	1.24	162	0.00456	0.00456	Biological Process
GO:0006352	DNA-templated transcription, initiation	65	15	7.3	164	0.00469	0.00469	Biological Process
GO:0051186	cofactor metabolic process	117	23	13.15	165	0.00488	0.00488	Biological Process
GO:0043457	regulation of cellular respiration	4	3	0.45	166	0.00518	0.00518	Biological Process
GO:0036066	protein O-linked fucosylation	4	3	0.45	167	0.00518	0.00518	Biological Process
GO:0044273	sulfur compound catabolic process	4	3	0.45	168	0.00518	0.00518	Biological Process
GO:0006336	DNA replication-independent nucleosome a...	4	3	0.45	169	0.00518	0.00518	Biological Process
GO:0045039	protein insertion into mitochondrial inn...	4	3	0.45	170	0.00518	0.00518	Biological Process
GO:0043967	histone H4 acetylation	16	6	1.8	172	0.00584	0.00584	Biological Process
GO:0006575	cellular modified amino acid metabolic p...	26	8	2.92	173	0.00600	0.00600	Biological Process
GO:0034389	lipid droplet organization	12	5	1.35	178	0.00711	0.00711	Biological Process
GO:0006688	glycosphingolipid biosynthetic process	8	4	0.9	179	0.00763	0.00763	Biological Process
GO:0035268	protein mannosylation	8	4	0.9	180	0.00763	0.00763	Biological Process
GO:1903076	regulation of protein localization to pl...	8	4	0.9	181	0.00763	0.00763	Biological Process
GO:0006490	oligosaccharide-lipid intermediate biosy...	8	4	0.9	182	0.00763	0.00763	Biological Process
GO:0042775	mitochondrial ATP synthesis coupled elec...	51	12	5.73	186	0.00932	0.00932	Biological Process
GO:0009069	serine family amino acid metabolic proce...	13	5	1.46	187	0.01050	0.01050	Biological Process
GO:0030518	intracellular steroid hormone receptor s...	13	5	1.46	188	0.01050	0.01050	Biological Process
GO:0006047	UDP-N-acetylglucosamine metabolic proces...	5	3	0.56	190	0.01186	0.01186	Biological Process
GO:0009081	branched-chain amino acid metabolic proc...	5	3	0.56	191	0.01186	0.01186	Biological Process
GO:0006304	DNA modification	5	3	0.56	192	0.01186	0.01186	Biological Process
GO:0044728	DNA methylation or demethylation	5	3	0.56	193	0.01186	0.01186	Biological Process
GO:0006265	DNA topological change	5	3	0.56	194	0.01186	0.01186	Biological Process
GO:0002097	tRNA wobble base modification	9	4	1.01	195	0.01252	0.01252	Biological Process
GO:0046967	cytosol to endoplasmic reticulum transpo...	2	2	0.22	196	0.01261	0.01261	Biological Process
GO:0046950	cellular ketone body metabolic process	2	2	0.22	197	0.01261	0.01261	Biological Process
GO:0006573	valine metabolic process	2	2	0.22	198	0.01261	0.01261	Biological Process
GO:0006521	regulation of cellular amino acid metabo...	2	2	0.22	199	0.01261	0.01261	Biological Process
GO:0032460	negative regulation of protein oligomeri...	2	2	0.22	200	0.01261	0.01261	Biological Process
