GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0008417	fucosyltransferase activity	6	4	0.7	76	0.00232	0.00232	Molecular Function
GO:0010485	H4 histone acetyltransferase activity	6	4	0.7	77	0.00232	0.00232	Molecular Function
GO:0003924	GTPase activity	89	20	10.45	78	0.00275	0.00275	Molecular Function
GO:0008375	acetylglucosaminyltransferase activity	10	5	1.17	79	0.00332	0.00332	Molecular Function
GO:0046527	glucosyltransferase activity	7	4	0.82	82	0.00491	0.00491	Molecular Function
GO:0016783	sulfurtransferase activity	7	4	0.82	83	0.00491	0.00491	Molecular Function
GO:0008175	tRNA methyltransferase activity	11	5	1.29	84	0.00551	0.00551	Molecular Function
GO:0008420	RNA polymerase II CTD heptapeptide repea...	4	3	0.47	85	0.00587	0.00587	Molecular Function
GO:0004652	polynucleotide adenylyltransferase activ...	4	3	0.47	86	0.00587	0.00587	Molecular Function
GO:0046975	histone methyltransferase activity (H3-K...	4	3	0.47	87	0.00587	0.00587	Molecular Function
GO:0008374	O-acyltransferase activity	12	5	1.41	88	0.00854	0.00854	Molecular Function
GO:0017069	snRNA binding	12	5	1.41	89	0.00854	0.00854	Molecular Function
GO:0008081	phosphoric diester hydrolase activity	12	5	1.41	90	0.00854	0.00854	Molecular Function
GO:0042800	histone methyltransferase activity (H3-K...	5	3	0.59	91	0.01340	0.01340	Molecular Function
GO:0035251	UDP-glucosyltransferase activity	5	3	0.59	92	0.01340	0.01340	Molecular Function
GO:0003950	NAD+ ADP-ribosyltransferase activity	2	2	0.23	93	0.01375	0.01375	Molecular Function
GO:0016434	rRNA (cytosine) methyltransferase activi...	2	2	0.23	94	0.01375	0.01375	Molecular Function
GO:0003707	steroid hormone receptor activity	2	2	0.23	95	0.01375	0.01375	Molecular Function
GO:0035243	protein-arginine omega-N symmetric methy...	2	2	0.23	96	0.01375	0.01375	Molecular Function
GO:0016742	hydroxymethyl-, formyl- and related tran...	2	2	0.23	97	0.01375	0.01375	Molecular Function
GO:0004069	L-aspartate:2-oxoglutarate aminotransfer...	2	2	0.23	98	0.01375	0.01375	Molecular Function
GO:0030983	mismatched DNA binding	2	2	0.23	99	0.01375	0.01375	Molecular Function
GO:0003867	4-aminobutyrate transaminase activity	2	2	0.23	100	0.01375	0.01375	Molecular Function
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydr...	2	2	0.23	101	0.01375	0.01375	Molecular Function
GO:0000026	alpha-1,2-mannosyltransferase activity	2	2	0.23	102	0.01375	0.01375	Molecular Function
GO:0008494	translation activator activity	2	2	0.23	103	0.01375	0.01375	Molecular Function
GO:0008467	[heparan sulfate]-glucosamine 3-sulfotra...	2	2	0.23	104	0.01375	0.01375	Molecular Function
GO:0070569	uridylyltransferase activity	2	2	0.23	105	0.01375	0.01375	Molecular Function
GO:0032135	DNA insertion or deletion binding	2	2	0.23	106	0.01375	0.01375	Molecular Function
GO:0032137	guanine/thymine mispair binding	2	2	0.23	107	0.01375	0.01375	Molecular Function
GO:0032138	single base insertion or deletion bindin...	2	2	0.23	108	0.01375	0.01375	Molecular Function
GO:0009008	DNA-methyltransferase activity	2	2	0.23	109	0.01375	0.01375	Molecular Function
GO:0042799	histone methyltransferase activity (H4-K...	2	2	0.23	110	0.01375	0.01375	Molecular Function
GO:0015018	galactosylgalactosylxylosylprotein 3-bet...	2	2	0.23	111	0.01375	0.01375	Molecular Function
GO:0046922	peptide-O-fucosyltransferase activity	2	2	0.23	112	0.01375	0.01375	Molecular Function
GO:0004605	phosphatidate cytidylyltransferase activ...	2	2	0.23	113	0.01375	0.01375	Molecular Function
GO:0000049	tRNA binding	14	5	1.64	115	0.01770	0.01770	Molecular Function
GO:0022884	macromolecule transmembrane transporter ...	10	4	1.17	116	0.02206	0.02206	Molecular Function
GO:0015450	P-P-bond-hydrolysis-driven protein trans...	10	4	1.17	117	0.02206	0.02206	Molecular Function
GO:0008320	protein transmembrane transporter activi...	10	4	1.17	118	0.02206	0.02206	Molecular Function
GO:0140318	protein transporter activity	10	4	1.17	119	0.02206	0.02206	Molecular Function
GO:0016864	intramolecular oxidoreductase activity, ...	10	4	1.17	120	0.02206	0.02206	Molecular Function
GO:1904680	peptide transmembrane transporter activi...	10	4	1.17	121	0.02206	0.02206	Molecular Function
GO:0003756	protein disulfide isomerase activity	10	4	1.17	122	0.02206	0.02206	Molecular Function
GO:0071617	lysophospholipid acyltransferase activit...	6	3	0.7	124	0.02448	0.02448	Molecular Function
GO:0004112	cyclic-nucleotide phosphodiesterase acti...	6	3	0.7	125	0.02448	0.02448	Molecular Function
GO:0004114	3',5'-cyclic-nucleotide phosphodiesteras...	6	3	0.7	126	0.02448	0.02448	Molecular Function
GO:0030515	snoRNA binding	21	6	2.46	128	0.02944	0.02944	Molecular Function
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferas...	3	2	0.35	129	0.03804	0.03804	Molecular Function
GO:0017070	U6 snRNA binding	3	2	0.35	130	0.03804	0.03804	Molecular Function
GO:0004576	oligosaccharyl transferase activity	3	2	0.35	131	0.03804	0.03804	Molecular Function
GO:0008453	alanine-glyoxylate transaminase activity	3	2	0.35	132	0.03804	0.03804	Molecular Function
GO:0004579	dolichyl-diphosphooligosaccharide-protei...	3	2	0.35	133	0.03804	0.03804	Molecular Function
GO:0008174	mRNA methyltransferase activity	3	2	0.35	134	0.03804	0.03804	Molecular Function
GO:0016857	racemase and epimerase activity, acting ...	7	3	0.82	135	0.03915	0.03915	Molecular Function
GO:0042887	amide transmembrane transporter activity	12	4	1.41	136	0.04300	0.04300	Molecular Function
