GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0032351	negative regulation of hormone metabolic...	1	1	0.03	164	0.03151	0.03151	Biological Process
GO:0032353	negative regulation of hormone biosynthe...	1	1	0.03	165	0.03151	0.03151	Biological Process
GO:0046341	CDP-diacylglycerol metabolic process	1	1	0.03	166	0.03151	0.03151	Biological Process
GO:0032329	serine transport	1	1	0.03	167	0.03151	0.03151	Biological Process
GO:0010737	protein kinase A signaling	1	1	0.03	168	0.03151	0.03151	Biological Process
GO:0010738	regulation of protein kinase A signaling	1	1	0.03	169	0.03151	0.03151	Biological Process
GO:0035822	gene conversion	1	1	0.03	170	0.03151	0.03151	Biological Process
GO:0006311	meiotic gene conversion	1	1	0.03	171	0.03151	0.03151	Biological Process
GO:2000671	regulation of motor neuron apoptotic pro...	1	1	0.03	172	0.03151	0.03151	Biological Process
GO:2000672	negative regulation of motor neuron apop...	1	1	0.03	173	0.03151	0.03151	Biological Process
GO:0060631	regulation of meiosis I	1	1	0.03	174	0.03151	0.03151	Biological Process
GO:1903515	calcium ion transport from cytosol to en...	1	1	0.03	175	0.03151	0.03151	Biological Process
GO:0006477	protein sulfation	1	1	0.03	176	0.03151	0.03151	Biological Process
GO:0006478	peptidyl-tyrosine sulfation	1	1	0.03	177	0.03151	0.03151	Biological Process
GO:1901896	positive regulation of ATPase-coupled ca...	1	1	0.03	178	0.03151	0.03151	Biological Process
GO:0097049	motor neuron apoptotic process	1	1	0.03	179	0.03151	0.03151	Biological Process
GO:1904812	rRNA acetylation involved in maturation ...	1	1	0.03	180	0.03151	0.03151	Biological Process
GO:0010520	regulation of reciprocal meiotic recombi...	1	1	0.03	181	0.03151	0.03151	Biological Process
GO:0048149	behavioral response to ethanol	39	4	1.23	184	0.03319	0.03319	Biological Process
GO:0009161	ribonucleoside monophosphate metabolic p...	98	7	3.09	185	0.03416	0.03416	Biological Process
GO:0009411	response to UV	23	3	0.72	187	0.03426	0.03426	Biological Process
GO:0006120	mitochondrial electron transport, NADH t...	23	3	0.72	188	0.03426	0.03426	Biological Process
GO:0019098	reproductive behavior	78	6	2.46	189	0.03551	0.03551	Biological Process
GO:0120192	tight junction assembly	40	4	1.26	190	0.03601	0.03601	Biological Process
GO:0120193	tight junction organization	40	4	1.26	191	0.03601	0.03601	Biological Process
GO:0006310	DNA recombination	59	5	1.86	192	0.03728	0.03728	Biological Process
GO:0007318	pole plasm protein localization	10	2	0.32	193	0.03761	0.03761	Biological Process
GO:0006911	phagocytosis, engulfment	10	2	0.32	194	0.03761	0.03761	Biological Process
GO:0035076	ecdysone receptor-mediated signaling pat...	10	2	0.32	195	0.03761	0.03761	Biological Process
GO:0006487	protein N-linked glycosylation	24	3	0.76	196	0.03828	0.03828	Biological Process
GO:1902692	regulation of neuroblast proliferation	41	4	1.29	197	0.03895	0.03895	Biological Process
GO:0006367	transcription initiation from RNA polyme...	60	5	1.89	198	0.03968	0.03968	Biological Process
