TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0070085	glycosylation	1.128	-3.995	-5.780	2.111	-1.419	0.970	0.082	-1	False
GO:0035803	egg_coat_formation	0.115	4.057	5.371	1.146	-1.708	0.923	0.102	-1	False
GO:0050817	coagulation	0.053	7.284	1.703	0.845	-1.613	0.966	0.110	-1	False
GO:0042381	hemolymph_coagulation	0.053	0.759	3.996	0.845	-1.613	0.866	0.134	-1	False
GO:0007599	hemostasis	0.053	null	null	0.845	-1.613	0.907	0.877	42381	True
GO:0036098	male_germ-line_stem_cell_population_maintenance	0.141	5.415	4.390	1.230	-1.361	0.958	0.156	-1	False
GO:0090528	smooth_septate_junction_assembly	0.018	4.673	-4.712	0.477	-1.833	0.941	0.160	-1	False
GO:0034367	protein-containing_complex_remodeling	0.070	6.364	-2.403	0.954	-1.467	0.928	0.178	-1	False
GO:0071418	cellular_response_to_amine_stimulus	0.026	0.136	7.484	0.602	-2.310	0.940	0.185	-1	False
GO:0060158	phospholipase_C-activating_dopamine_receptor_signaling_pathway	0.026	null	null	0.602	-2.009	0.856	0.578	71418	True
GO:0007191	adenylate_cyclase-activating_dopamine_receptor_signaling_pathway	0.035	null	null	0.699	-1.708	0.854	0.856	71418	True
GO:1901838	positive_regulation_of_transcription_of_nucleolar_large_rRNA_by_RNA_polymerase_I	0.035	-5.262	3.954	0.699	-1.708	0.809	0.192	-1	False
GO:1901836	regulation_of_transcription_of_nucleolar_large_rRNA_by_RNA_polymerase_I	0.044	null	null	0.778	-1.613	0.830	0.910	1901838	True
GO:0045943	positive_regulation_of_transcription_by_RNA_polymerase_I	0.070	null	null	0.954	-1.533	0.801	0.952	1901838	True
GO:2000253	positive_regulation_of_feeding_behavior	0.070	-6.779	2.578	0.954	-1.533	0.877	0.206	-1	False
GO:0060259	regulation_of_feeding_behavior	0.167	null	null	1.301	-1.316	0.899	0.700	2000253	True
GO:0043062	extracellular_structure_organization	0.705	5.745	-3.597	1.908	-1.710	0.940	0.219	-1	False
GO:0045500	sevenless_signaling_pathway	0.150	1.877	6.133	1.255	-1.411	0.830	0.259	-1	False
GO:0006744	ubiquinone_biosynthetic_process	0.123	1.633	-6.423	1.176	-1.467	0.855	0.263	-1	False
GO:1901661	quinone_metabolic_process	0.123	null	null	1.176	-1.467	0.903	0.784	6744	True
GO:0006743	ubiquinone_metabolic_process	0.123	null	null	1.176	-1.467	0.891	0.999	6744	True
GO:1901663	quinone_biosynthetic_process	0.123	null	null	1.176	-1.467	0.855	0.999	6744	True
GO:0006356	regulation_of_transcription_by_RNA_polymerase_I	0.079	-4.327	5.790	1.000	-1.411	0.859	0.266	-1	False
GO:0060250	germ-line_stem-cell_niche_homeostasis	0.167	0.184	1.974	1.301	-1.467	0.918	0.267	-1	False
GO:0018279	protein_N-linked_glycosylation_via_asparagine	0.070	-0.218	-6.512	0.954	-1.467	0.899	0.329	-1	False
GO:0071168	protein_localization_to_chromatin	0.044	0.081	-2.137	0.778	-1.533	0.930	0.357	-1	False
GO:0034502	protein_localization_to_chromosome	0.141	null	null	1.230	-1.316	0.925	0.523	71168	True
GO:2000786	positive_regulation_of_autophagosome_assembly	0.018	-5.385	2.729	0.477	-2.009	0.791	0.367	-1	False
GO:0090070	positive_regulation_of_ribosome_biogenesis	0.035	null	null	0.699	-2.009	0.864	0.515	2000786	True
GO:1901673	regulation_of_mitotic_spindle_assembly	0.044	null	null	0.778	-1.833	0.792	0.727	2000786	True
GO:0090169	regulation_of_spindle_assembly	0.053	null	null	0.845	-1.708	0.790	0.967	2000786	True
GO:0060236	regulation_of_mitotic_spindle_organization	0.053	null	null	0.845	-1.708	0.808	0.979	2000786	True
GO:0048133	male_germ-line_stem_cell_asymmetric_division	0.070	3.924	5.932	0.954	-1.467	0.927	0.369	-1	False
GO:0007612	learning	0.555	5.005	2.116	1.806	-1.558	0.935	0.383	-1	False
GO:0051252	regulation_of_RNA_metabolic_process	11.799	-4.034	4.456	3.127	-1.622	0.772	0.399	-1	False
GO:0010468	regulation_of_gene_expression	15.201	null	null	3.237	-1.547	0.803	0.655	51252	True
GO:0019219	regulation_of_nucleobase-containing_compound_metabolic_process	12.161	null	null	3.140	-1.523	0.796	0.669	51252	True
GO:0006355	regulation_of_transcription_DNA-templated	10.575	null	null	3.080	-1.396	0.769	0.844	51252	True
GO:2001141	regulation_of_RNA_biosynthetic_process	10.575	null	null	3.080	-1.345	0.774	0.844	51252	True
GO:1903506	regulation_of_nucleic_acid-templated_transcription	10.575	null	null	3.080	-1.345	0.769	0.894	51252	True
GO:1900244	positive_regulation_of_synaptic_vesicle_endocytosis	0.035	-6.018	0.200	0.699	-1.833	0.791	0.422	-1	False
GO:0090316	positive_regulation_of_intracellular_protein_transport	0.097	null	null	1.079	-1.316	0.830	0.574	1900244	True
GO:1903423	positive_regulation_of_synaptic_vesicle_recycling	0.035	null	null	0.699	-1.833	0.829	0.884	1900244	True
GO:1900242	regulation_of_synaptic_vesicle_endocytosis	0.079	null	null	1.000	-1.533	0.801	0.931	1900244	True
GO:0018196	peptidyl-asparagine_modification	0.070	-1.505	-6.505	0.954	-1.467	0.942	0.434	-1	False
GO:0090235	regulation_of_metaphase_plate_congression	0.018	-6.325	-1.275	0.477	-2.009	0.824	0.450	-1	False
GO:0090224	regulation_of_spindle_organization	0.062	null	null	0.903	-1.613	0.820	0.505	90235	True
GO:1903421	regulation_of_synaptic_vesicle_recycling	0.088	-6.126	-2.095	1.041	-1.467	0.868	0.465	-1	False
