TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0005976", "polysaccharide metabolic process", 0.300, null, null, 1.544, -1.917, 0.863, 0.704, 42732, True
"GO:0016051", "carbohydrate biosynthetic process", 0.502, null, null, 1.763, -2.052, 0.829, 0.740, 42732, True
"GO:0030710", "regulation of border follicle cell delamination", 0.083, 5.652, -6.114, 1.000, -2.203, 0.965, 0.082, -1, False
"GO:1904059", "regulation of locomotor rhythm", 0.097, 3.897, -7.517, 1.079, -1.366, 0.967, 0.086, -1, False
"GO:0010738", "regulation of protein kinase A signaling", 0.044, 2.951, 6.062, 0.778, -2.203, 0.943, 0.090, -1, False
"GO:0090309", "positive regulation of DNA methylation-dependent heterochromatin assembly", 0.062, 0.492, 5.663, 0.903, -1.509, 0.941, 0.093, -1, False
"GO:0090308", "regulation of DNA methylation-dependent heterochromatin assembly", 0.062, null, null, 0.903, -1.509, 0.941, 0.856, 90309, True
"GO:0006790", "sulfur compound metabolic process", 1.569, -2.678, -7.437, 2.253, -2.035, 0.919, 0.096, -1, False
"GO:0009058", "biosynthetic process", 12.090, -3.556, -6.814, 3.138, -3.076, 0.913, 0.161, -1, False
"GO:0019991", "septate junction assembly", 0.317, -5.797, 2.316, 1.568, -2.788, 0.956, 0.168, -1, False
"GO:0097120", "receptor localization to synapse", 0.070, -2.561, 6.012, 0.954, -1.729, 0.967, 0.173, -1, False
"GO:0035418", "protein localization to synapse", 0.097, null, null, 1.079, -1.432, 0.967, 0.923, 97120, True
"GO:0009101", "glycoprotein biosynthetic process", 1.181, -4.947, -3.295, 2.130, -3.036, 0.732, 0.175, -1, False
"GO:0006011", "UDP-glucose metabolic process", 0.097, null, null, 1.079, -1.903, 0.779, 0.517, 9101, True
"GO:0009225", "nucleotide-sugar metabolic process", 0.220, null, null, 1.415, -2.695, 0.776, 0.557, 9101, True
"GO:0006024", "glycosaminoglycan biosynthetic process", 0.097, null, null, 1.079, -2.780, 0.786, 0.607, 9101, True
"GO:0015012", "heparan sulfate proteoglycan biosynthetic process", 0.115, null, null, 1.146, -2.547, 0.749, 0.752, 9101, True
"GO:0006047", "UDP-N-acetylglucosamine metabolic process", 0.053, null, null, 0.845, -1.509, 0.788, 0.843, 9101, True
"GO:0050654", "chondroitin sulfate proteoglycan metabolic process", 0.079, null, null, 1.000, -1.309, 0.784, 0.896, 9101, True
"GO:0050650", "chondroitin sulfate proteoglycan biosynthetic process", 0.079, null, null, 1.000, -1.309, 0.752, 0.903, 9101, True
"GO:0015014", "heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process", 0.053, null, null, 0.845, -1.509, 0.724, 0.934, 9101, True
"GO:0006486", "protein glycosylation", 1.075, null, null, 2.090, -1.337, 0.713, 0.940, 9101, True
"GO:0030204", "chondroitin sulfate metabolic process", 0.053, null, null, 0.845, -1.309, 0.779, 0.972, 9101, True
"GO:0030206", "chondroitin sulfate biosynthetic process", 0.053, null, null, 0.845, -1.366, 0.752, 0.972, 9101, True
"GO:0043413", "macromolecule glycosylation", 1.075, null, null, 2.090, -1.337, 0.875, 0.978, 9101, True
"GO:0002237", "response to molecule of bacterial origin", 0.097, -0.161, -8.023, 1.079, -1.432, 0.931, 0.191, -1, False
"GO:0032496", "response to lipopolysaccharide", 0.035, null, null, 0.699, -1.509, 0.933, 0.504, 2237, True
"GO:0048312", "intracellular distribution of mitochondria", 0.035, -4.386, 3.810, 0.699, -1.509, 0.931, 0.203, -1, False
"GO:0000002", "mitochondrial genome maintenance", 0.062, null, null, 0.903, -1.366, 0.948, 0.509, 48312, True
"GO:0048311", "mitochondrion distribution", 0.097, null, null, 1.079, -1.309, 0.927, 0.831, 48312, True
"GO:0016334", "establishment or maintenance of polarity of follicular epithelium", 0.256, 6.872, -2.147, 1.477, -2.090, 0.831, 0.206, -1, False
"GO:0016332", "establishment or maintenance of polarity of embryonic epithelium", 0.053, null, null, 0.845, -1.309, 0.835, 0.590, 16334, True
"GO:0030714", "anterior/posterior axis specification, follicular epithelium", 0.026, null, null, 0.602, -1.903, 0.814, 0.760, 16334, True
"GO:0032353", "negative regulation of hormone biosynthetic process", 0.035, 1.573, 2.525, 0.699, -2.203, 0.914, 0.216, -1, False
"GO:0070940", "dephosphorylation of RNA polymerase II C-terminal domain", 0.026, -2.901, -1.622, 0.602, -1.729, 0.836, 0.217, -1, False
"GO:0051036", "regulation of endosome size", 0.026, -1.353, 2.009, 0.602, -1.509, 0.911, 0.230, -1, False
"GO:0007424", "open tracheal system development", 2.088, 5.556, -1.397, 2.377, -1.644, 0.826, 0.259, -1, False
"GO:0060439", "trachea morphogenesis", 0.097, null, null, 1.079, -1.309, 0.840, 0.694, 7424, True
"GO:0035151", "regulation of tube size, open tracheal system", 0.432, null, null, 1.699, -1.552, 0.789, 0.805, 7424, True
"GO:1904812", "rRNA acetylation involved in maturation of SSU-rRNA", 0.009, -6.318, 0.161, 0.301, -2.203, 0.829, 0.264, -1, False
"GO:0002101", "tRNA wobble cytosine modification", 0.088, null, null, 1.041, -2.203, 0.829, 0.548, 1904812, True
"GO:0051391", "tRNA acetylation", 0.009, null, null, 0.301, -2.203, 0.842, 1.000, 1904812, True
"GO:0009628", "response to abiotic stimulus", 3.631, 0.578, -7.589, 2.616, -1.349, 0.939, 0.280, -1, False
"GO:0001894", "tissue homeostasis", 0.555, 2.075, 0.254, 1.806, -1.462, 0.868, 0.284, -1, False
"GO:0048871", "multicellular organismal homeostasis", 0.626, null, null, 1.857, -1.337, 0.867, 0.581, 1894, True
"GO:0007175", "negative regulation of epidermal growth factor-activated receptor activity", 0.026, 3.150, 4.504, 0.602, -1.729, 0.870, 0.317, -1, False
"GO:0042058", "regulation of epidermal growth factor receptor signaling pathway", 0.370, null, null, 1.633, -1.497, 0.927, 0.806, 7175, True
"GO:0007176", "regulation of epidermal growth factor-activated receptor activity", 0.026, null, null, 0.602, -1.605, 0.890, 0.853, 7175, True
"GO:0050732", "negative regulation of peptidyl-tyrosine phosphorylation", 0.062, null, null, 0.903, -1.366, 0.903, 0.856, 7175, True
"GO:2000272", "negative regulation of signaling receptor activity", 0.053, null, null, 0.845, -1.509, 0.915, 0.891, 7175, True
"GO:0061099", "negative regulation of protein tyrosine kinase activity", 0.053, null, null, 0.845, -1.432, 0.895, 0.936, 7175, True
"GO:0007552", "metamorphosis", 4.027, 6.046, -0.666, 2.661, -1.592, 0.851, 0.346, -1, False
"GO:0050768", "negative regulation of neurogenesis", 0.370, 5.291, 0.986, 1.633, -1.337, 0.803, 0.347, -1, False
"GO:0043113", "receptor clustering", 0.106, -3.131, 5.563, 1.114, -1.432, 0.961, 0.352, -1, False
"GO:1901184", "regulation of ERBB signaling pathway", 0.370, 3.496, 5.663, 1.633, -1.497, 0.935, 0.380, -1, False
"GO:0060541", "respiratory system development", 2.168, 5.646, -0.975, 2.393, -1.558, 0.840, 0.427, -1, False
"GO:0001661", "conditioned taste aversion", 0.026, 3.152, -4.388, 0.602, -1.903, 0.909, 0.434, -1, False
"GO:0006273", "lagging strand elongation", 0.035, -6.590, -1.549, 0.699, -1.509, 0.780, 0.458, -1, False
"GO:0006272", "leading strand elongation", 0.070, null, null, 0.954, -1.432, 0.770, 0.854, 6273, True
"GO:0006002", "fructose 6-phosphate metabolic process", 0.026, -3.176, -3.908, 0.602, -1.729, 0.858, 0.464, -1, False
"GO:0046710", "GDP metabolic process", 0.026, -5.372, -3.134, 0.602, -1.605, 0.795, 0.464, -1, False
"GO:0046037", "GMP metabolic process", 0.044, null, null, 0.778, -1.509, 0.788, 0.868, 46710, True
"GO:0036011", "imaginal disc-derived leg segmentation", 0.211, 6.316, -1.794, 1.398, -1.886, 0.780, 0.469, -1, False
"GO:0002164", "larval development", 1.436, null, null, 2.215, -1.338, 0.815, 0.532, 36011, True
"GO:0002168", "instar larval development", 0.661, null, null, 1.881, -1.397, 0.819, 0.597, 36011, True
"GO:0007474", "imaginal disc-derived wing vein specification", 0.467, null, null, 1.732, -1.572, 0.765, 0.611, 36011, True
"GO:0048190", "wing disc dorsal/ventral pattern formation", 0.441, null, null, 1.708, -1.515, 0.793, 0.616, 36011, True
"GO:0035285", "appendage segmentation", 0.211, null, null, 1.398, -1.886, 0.828, 0.623, 36011, True
"GO:0016336", "establishment or maintenance of polarity of larval imaginal disc epithelium", 0.044, null, null, 0.778, -1.509, 0.798, 0.656, 36011, True
"GO:0035282", "segmentation", 1.992, null, null, 2.356, -1.471, 0.816, 0.664, 36011, True
"GO:0016335", "morphogenesis of larval imaginal disc epithelium", 0.053, null, null, 0.845, -1.432, 0.813, 0.666, 36011, True
"GO:0008587", "imaginal disc-derived wing margin morphogenesis", 0.458, null, null, 1.724, -1.497, 0.779, 0.687, 36011, True
"GO:0009953", "dorsal/ventral pattern formation", 1.287, null, null, 2.167, -1.417, 0.824, 0.746, 36011, True
"GO:0002165", "instar larval or pupal development", 4.750, null, null, 2.732, -1.320, 0.791, 0.758, 36011, True
"GO:0007450", "dorsal/ventral pattern formation, imaginal disc", 0.476, null, null, 1.740, -1.445, 0.793, 0.858, 36011, True
"GO:0007560", "imaginal disc morphogenesis", 3.349, null, null, 2.581, -1.369, 0.744, 0.858, 36011, True
"GO:0048563", "post-embryonic animal organ morphogenesis", 3.349, null, null, 2.581, -1.369, 0.766, 0.916, 36011, True
"GO:0097494", "regulation of vesicle size", 0.026, -1.104, 1.697, 0.602, -1.509, 0.911, 0.489, -1, False
"GO:0035150", "regulation of tube size", 0.467, null, null, 1.732, -1.497, 0.927, 0.549, 97494, True
"GO:0006367", "transcription initiation from RNA polymerase II promoter", 0.432, -6.178, -2.125, 1.699, -2.221, 0.772, 0.499, -1, False
"GO:0009301", "snRNA transcription", 0.053, null, null, 0.845, -1.432, 0.803, 0.657, 6367, True
