GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0007033	vacuole organization	50	6	2.15	87	0.01949	0.01949	Biological Process
GO:0002118	aggressive behavior	14	3	0.6	91	0.02021	0.02021	Biological Process
GO:0099003	vesicle-mediated transport in synapse	111	10	4.78	93	0.02064	0.02064	Biological Process
GO:0007354	zygotic determination of anterior/poster...	25	4	1.08	94	0.02082	0.02082	Biological Process
GO:0051049	regulation of transport	216	16	9.31	96	0.02317	0.02317	Biological Process
GO:0045786	negative regulation of cell cycle	82	8	3.53	99	0.02406	0.02406	Biological Process
GO:0048636	positive regulation of muscle organ deve...	6	2	0.26	101	0.02472	0.02472	Biological Process
GO:0040029	regulation of gene expression, epigeneti...	131	11	5.64	102	0.02500	0.02500	Biological Process
GO:0072499	photoreceptor cell axon guidance	27	4	1.16	106	0.02702	0.02702	Biological Process
GO:0044089	positive regulation of cellular componen...	117	10	5.04	109	0.02859	0.02859	Biological Process
GO:0009190	cyclic nucleotide biosynthetic process	16	3	0.69	111	0.02918	0.02918	Biological Process
GO:0030727	germarium-derived female germ-line cyst ...	16	3	0.69	112	0.02918	0.02918	Biological Process
GO:0007040	lysosome organization	16	3	0.69	113	0.02918	0.02918	Biological Process
GO:0052652	cyclic purine nucleotide metabolic proce...	16	3	0.69	114	0.02918	0.02918	Biological Process
GO:0006182	cGMP biosynthetic process	16	3	0.69	115	0.02918	0.02918	Biological Process
GO:0080171	lytic vacuole organization	16	3	0.69	116	0.02918	0.02918	Biological Process
GO:0099504	synaptic vesicle cycle	101	9	4.35	117	0.02918	0.02918	Biological Process
GO:0007093	mitotic cell cycle checkpoint	41	5	1.77	118	0.03009	0.03009	Biological Process
GO:0001709	cell fate determination	118	10	5.08	119	0.03010	0.03010	Biological Process
GO:0071456	cellular response to hypoxia	28	4	1.21	120	0.03049	0.03049	Biological Process
GO:0006897	endocytosis	170	13	7.33	121	0.03093	0.03093	Biological Process
GO:0042694	muscle cell fate specification	7	2	0.3	124	0.03364	0.03364	Biological Process
GO:0046825	regulation of protein export from nucleu...	7	2	0.3	125	0.03364	0.03364	Biological Process
GO:0006766	vitamin metabolic process	7	2	0.3	126	0.03364	0.03364	Biological Process
GO:0008090	retrograde axonal transport	7	2	0.3	127	0.03364	0.03364	Biological Process
GO:0036294	cellular response to decreased oxygen le...	29	4	1.25	128	0.03421	0.03421	Biological Process
GO:0048135	female germ-line cyst formation	17	3	0.73	129	0.03433	0.03433	Biological Process
GO:0045476	nurse cell apoptotic process	17	3	0.73	130	0.03433	0.03433	Biological Process
GO:0006334	nucleosome assembly	17	3	0.73	131	0.03433	0.03433	Biological Process
GO:0007475	apposition of dorsal and ventral imagina...	17	3	0.73	132	0.03433	0.03433	Biological Process
GO:0006915	apoptotic process	209	15	9.01	134	0.03505	0.03505	Biological Process
GO:0016441	posttranscriptional gene silencing	43	5	1.85	135	0.03608	0.03608	Biological Process
GO:0048488	synaptic vesicle endocytosis	43	5	1.85	136	0.03608	0.03608	Biological Process
GO:0140238	presynaptic endocytosis	43	5	1.85	137	0.03608	0.03608	Biological Process
GO:0060581	cell fate commitment involved in pattern...	30	4	1.29	138	0.03819	0.03819	Biological Process
GO:0071453	cellular response to oxygen levels	30	4	1.29	139	0.03819	0.03819	Biological Process
GO:0050803	regulation of synapse structure or activ...	141	11	6.08	140	0.03992	0.03992	Biological Process
GO:0016199	axon midline choice point recognition	18	3	0.78	141	0.03993	0.03993	Biological Process
GO:0009798	axis specification	159	12	6.85	142	0.04068	0.04068	Biological Process
GO:0006836	neurotransmitter transport	108	9	4.65	144	0.04229	0.04229	Biological Process
GO:0007526	larval somatic muscle development	31	4	1.34	145	0.04242	0.04242	Biological Process
GO:0071418	cellular response to amine stimulus	1	1	0.04	147	0.04309	0.04309	Biological Process
GO:0000495	box H/ACA snoRNA 3'-end processing	1	1	0.04	148	0.04309	0.04309	Biological Process
GO:1990116	ribosome-associated ubiquitin-dependent ...	1	1	0.04	149	0.04309	0.04309	Biological Process
GO:1902321	methyl-branched fatty acid biosynthetic ...	1	1	0.04	150	0.04309	0.04309	Biological Process
GO:0033979	box H/ACA snoRNA metabolic process	1	1	0.04	151	0.04309	0.04309	Biological Process
GO:0071928	tyramine signaling pathway	1	1	0.04	152	0.04309	0.04309	Biological Process
GO:1903461	Okazaki fragment processing involved in ...	1	1	0.04	153	0.04309	0.04309	Biological Process
GO:0008583	mystery cell differentiation	1	1	0.04	154	0.04309	0.04309	Biological Process
GO:0097089	methyl-branched fatty acid metabolic pro...	1	1	0.04	155	0.04309	0.04309	Biological Process
GO:0001678	cellular glucose homeostasis	1	1	0.04	156	0.04309	0.04309	Biological Process
GO:0043143	regulation of translation by machinery l...	1	1	0.04	157	0.04309	0.04309	Biological Process
GO:0007529	establishment of synaptic specificity at...	1	1	0.04	158	0.04309	0.04309	Biological Process
GO:0003376	sphingosine-1-phosphate receptor signali...	1	1	0.04	159	0.04309	0.04309	Biological Process
GO:0014075	response to amine	1	1	0.04	160	0.04309	0.04309	Biological Process
GO:1901978	positive regulation of cell cycle checkp...	1	1	0.04	161	0.04309	0.04309	Biological Process
GO:0090267	positive regulation of mitotic cell cycl...	1	1	0.04	162	0.04309	0.04309	Biological Process
GO:0090241	negative regulation of histone H4 acetyl...	1	1	0.04	163	0.04309	0.04309	Biological Process
GO:0035192	nuclear cortical migration	1	1	0.04	164	0.04309	0.04309	Biological Process
GO:0090232	positive regulation of spindle checkpoin...	1	1	0.04	165	0.04309	0.04309	Biological Process
GO:0090204	protein localization to nuclear pore	1	1	0.04	166	0.04309	0.04309	Biological Process
GO:0140024	plus-end-directed endosome transport alo...	1	1	0.04	167	0.04309	0.04309	Biological Process
GO:0046900	tetrahydrofolylpolyglutamate metabolic p...	1	1	0.04	168	0.04309	0.04309	Biological Process
GO:0036261	7-methylguanosine cap hypermethylation	1	1	0.04	169	0.04309	0.04309	Biological Process
GO:0046901	tetrahydrofolylpolyglutamate biosyntheti...	1	1	0.04	170	0.04309	0.04309	Biological Process
GO:0048240	sperm capacitation	1	1	0.04	171	0.04309	0.04309	Biological Process
GO:0035291	specification of segmental identity, int...	1	1	0.04	172	0.04309	0.04309	Biological Process
GO:0007493	endodermal cell fate determination	1	1	0.04	173	0.04309	0.04309	Biological Process
GO:0060962	regulation of ribosomal protein gene tra...	1	1	0.04	174	0.04309	0.04309	Biological Process
GO:0060963	positive regulation of ribosomal protein...	1	1	0.04	175	0.04309	0.04309	Biological Process
GO:0000011	vacuole inheritance	1	1	0.04	176	0.04309	0.04309	Biological Process
GO:1904030	negative regulation of cyclin-dependent ...	1	1	0.04	177	0.04309	0.04309	Biological Process
GO:0042817	pyridoxal metabolic process	1	1	0.04	178	0.04309	0.04309	Biological Process
GO:0038063	collagen-activated tyrosine kinase recep...	1	1	0.04	179	0.04309	0.04309	Biological Process
GO:0038065	collagen-activated signaling pathway	1	1	0.04	180	0.04309	0.04309	Biological Process
GO:0090071	negative regulation of ribosome biogenes...	1	1	0.04	181	0.04309	0.04309	Biological Process
GO:0030473	nuclear migration along microtubule	1	1	0.04	182	0.04309	0.04309	Biological Process
GO:0090520	sphingolipid mediated signaling pathway	1	1	0.04	183	0.04309	0.04309	Biological Process
GO:0006907	pinocytosis	1	1	0.04	184	0.04309	0.04309	Biological Process
GO:0097115	neurexin clustering involved in presynap...	1	1	0.04	185	0.04309	0.04309	Biological Process
GO:0045736	negative regulation of cyclin-dependent ...	1	1	0.04	186	0.04309	0.04309	Biological Process
GO:0072383	plus-end-directed vesicle transport alon...	1	1	0.04	187	0.04309	0.04309	Biological Process
GO:0072386	plus-end-directed organelle transport al...	1	1	0.04	188	0.04309	0.04309	Biological Process
GO:0044351	macropinocytosis	1	1	0.04	189	0.04309	0.04309	Biological Process
GO:2000619	negative regulation of histone H4-K16 ac...	1	1	0.04	190	0.04309	0.04309	Biological Process
GO:0034428	nuclear-transcribed mRNA catabolic proce...	1	1	0.04	191	0.04309	0.04309	Biological Process
GO:0009443	pyridoxal 5'-phosphate salvage	1	1	0.04	192	0.04309	0.04309	Biological Process
GO:0034964	box H/ACA snoRNA processing	1	1	0.04	193	0.04309	0.04309	Biological Process
GO:0034975	protein folding in endoplasmic reticulum	8	2	0.34	194	0.04360	0.04360	Biological Process
GO:0000712	resolution of meiotic recombination inte...	8	2	0.34	195	0.04360	0.04360	Biological Process
GO:0071322	cellular response to carbohydrate stimul...	8	2	0.34	196	0.04360	0.04360	Biological Process
GO:0016198	axon choice point recognition	19	3	0.82	198	0.04595	0.04595	Biological Process
GO:1902742	apoptotic process involved in developmen...	19	3	0.82	199	0.04595	0.04595	Biological Process
GO:0046068	cGMP metabolic process	19	3	0.82	200	0.04595	0.04595	Biological Process
